x;y;z;a
-0.603;-10.502;-6.446;12.337
-0.297;-4.622;7.268;8.618
-3.515;-8.376;5.103;10.419
4.529;-4.947;2.249;7.074
-0.201;-13.720;4.988;14.600
-4.377;-10.330;5.524;12.506
-1.350;-7.648;3.494;8.516
-1.944;-9.391;4.912;10.775
-2.059;-10.464;4.452;11.557
-1.695;-8.491;4.011;9.543
-1.944;-8.874;4.663;10.211
-1.829;-9.410;3.935;10.363
-3.476;-10.062;8.800;13.812
4.357;-12.839;-5.622;14.678
-3.591;-9.181;3.226;10.373
-0.431;-9.966;2.019;10.178
-1.159;-10.292;0.678;10.379
-0.948;-9.832;1.617;10.009
-1.082;-10.177;1.598;10.359
-0.469;-9.583;1.713;9.746
-1.216;-9.851;1.866;10.100
-0.201;-9.449;2.536;9.786
-1.063;-10.541;1.119;10.654
-1.446;-9.736;3.245;10.364
-0.756;-9.870;2.498;10.209
