x;y;z;a;index
8.2801;-1.5852;7.0157;10.9678;0.0
8.2801;-1.5852;7.0157;10.9678;0.0
8.2801;-1.5852;7.0157;10.9678;0.0
8.2801;-1.5852;7.0157;10.9678;0.0
8.2801;-1.5852;7.0157;10.9678;0.0
8.2801;-1.5852;7.0157;10.9678;0.0
8.2801;-1.5852;7.0157;10.9678;0.0
8.2801;-1.5852;7.0157;10.9678;0.0
8.2801;-1.5852;7.0157;10.9678;0.0
3.0321;-2.1982;7.2457;8.1563;5.2887
-21.3119;-3.5002;-21.9823;30.8168;38.4262
-7.6169;2.5128;7.3797;10.8991;50.6202
-7.6169;2.5128;7.3797;10.8991;50.6202
-7.6169;2.5128;7.3797;10.8991;50.6202
-7.6169;2.5128;7.3797;10.8991;50.6202
-7.6169;2.5128;7.3797;10.8991;50.6202
-7.6169;2.5128;7.3797;10.8991;50.6202
-7.6169;2.5128;7.3797;10.8991;50.6202
-7.6169;2.5128;7.3797;10.8991;50.6202
-7.6169;2.5128;7.3797;10.8991;50.6202
-8.5359;10.6148;7.8397;15.7161;51.2748
1.6341;3.0488;9.2187;9.8463;52.8364
1.6341;3.0488;9.2187;9.8463;52.8364
1.6341;3.0488;9.2187;9.8463;52.8364
1.6341;3.0488;9.2187;9.8463;52.8364
1.6341;3.0488;9.2187;9.8463;52.8364
1.6341;3.0488;9.2187;9.8463;52.8364
1.9021;2.5508;9.1037;9.6437;52.8395
1.7681;2.5318;9.2567;9.7582;52.5746
1.5001;2.6088;9.2957;9.7706;36.2707
1.4811;2.5708;9.2757;9.7386;15.1568
1.5191;2.4748;9.3907;9.8294;15.1576
1.5191;2.5318;9.2957;9.7533;15.158
1.5381;2.6088;9.3147;9.7946;15.1582
1.5961;2.4748;9.4107;9.8607;15.1593
1.6531;2.4558;9.3147;9.7738;15.1597
