x;y;a;z;index
4.478;-6.476;-2.030;8.131;
11.852;-0.864;5.899;13.267;
8.883;-3.430;2.643;9.882;
7.677;-5.461;-0.497;9.434;
7.811;-6.112;-0.249;9.921;
9.075;-5.614;0.057;10.671;
8.807;-5.576;0.038;10.424;
8.615;-6.131;-0.631;10.593;
7.964;-5.786;-1.876;10.021;
8.539;-5.767;-1.838;10.467;
8.481;-4.963;-1.991;10.026;
8.060;-5.461;-2.164;9.973;
8.328;-4.963;-2.145;9.929;
8.232;-4.599;-2.049;9.649;
8.883;-5.039;-1.800;10.370;
8.577;-4.388;-2.260;9.896;
9.209;-4.407;-2.240;10.452;
8.903;-3.813;-2.413;9.981;
9.056;-4.158;-1.685;10.106;
9.630;-4.216;-1.187;10.579;
8.213;-3.258;-1.570;8.974;
8.175;-5.671;-0.115;9.950;
6.298;-4.331;0.095;7.644;
6.508;-5.748;-0.670;8.709;
8.041;-9.943;2.279;12.989;
5.761;-8.947;4.654;11.615;
1.701;-7.893;7.259;10.858;
1.107;-7.970;5.784;9.910;
1.586;-7.319;7.623;10.687;
-1.478;-4.273;8.945;10.023;
-1.478;-5.173;5.363;7.597;
0.149;-4.522;7.432;8.701;
2.314;-6.514;11.052;13.036;
1.969;-4.158;9.194;10.281;
1.318;-5.327;8.006;9.707;
2.831;-4.905;8.696;10.378;
1.298;-5.384;8.523;10.165;
1.471;-4.963;8.485;9.940;
1.911;-5.078;8.504;10.088;
1.777;-4.886;8.600;10.050;
2.122;-4.694;8.677;10.091;
2.103;-4.062;8.696;9.826;
2.122;-4.848;8.274;9.822;
2.773;-4.752;8.255;9.921;
3.674;-4.771;8.274;10.234;
3.405;-3.584;8.581;9.903;
3.041;-5.384;8.657;10.639;
3.003;-3.047;9.098;10.054;
2.486;-5.307;9.213;10.919;
1.222;-1.975;8.696;9.001;
-3.279;-7.893;9.788;12.995;
-4.332;-4.445;7.585;9.801;
-4.026;-8.315;-2.968;9.704;
-2.838;-8.046;-0.919;8.582;
-3.240;-9.675;-3.505;10.789;
-3.125;-8.928;-2.470;9.777;
-3.317;-9.023;-2.892;10.039;
-3.336;-9.004;-2.623;9.954;
-3.144;-9.464;-2.183;10.209;
-4.983;-7.683;-0.670;9.183;
3.674;-4.426;9.136;10.796;
5.110;-2.722;17.488;18.422;
-1.267;-1.113;11.416;11.540;
1.069;-2.722;9.960;10.381;
-0.329;-3.603;9.558;10.220;
-1.765;-4.886;8.906;10.311;
-2.206;-0.022;11.052;11.270;
3.654;-8.257;9.175;12.873;
2.141;-2.243;9.385;9.884;
-0.080;-0.979;6.953;7.022;
-0.903;-0.768;10.535;10.602;
7.102;-8.774;6.282;12.919;
5.436;-8.679;8.428;13.263;
0.915;-2.511;4.807;5.500;
4.708;-8.832;-0.689;10.032;
3.559;-9.502;-1.647;10.280;
2.467;-10.039;-3.064;10.782;
-0.463;-10.211;-3.677;10.863;
-2.646;-11.264;-2.719;11.886;
-0.559;-6.821;-2.049;7.144;
-2.436;-6.993;-2.949;7.971;
-0.942;-13.199;-5.880;14.481;
0.283;-9.789;2.566;10.124;
1.586;-11.015;7.795;13.587;
1.835;0.074;9.730;9.902;
4.516;-3.354;10.343;11.774;
-0.980;-12.682;6.819;14.433;
0.187;-17.796;1.379;17.851;
-0.233;-7.970;4.731;9.272;
2.237;-10.786;2.949;11.404;
5.915;-10.766;3.907;12.891;
2.792;-11.418;1.398;11.838;
-0.750;-8.947;3.562;9.660;
-1.286;-12.203;1.283;12.338;
-0.846;-10.996;1.149;11.089;
-0.942;-8.813;5.899;10.647;
-1.114;-15.593;-3.639;16.051;
-2.397;-2.626;-1.034;3.703;
-0.923;-9.943;1.494;10.097;
-1.229;-17.509;5.593;18.422;
-2.091;-14.942;1.494;15.162;
-3.508;-0.270;6.761;7.622;
-3.796;-9.962;2.700;10.998;
-2.474;-7.587;8.332;11.538;
-3.106;-4.675;7.259;9.176;
-0.674;-7.453;1.724;7.680;
7.734;-16.972;3.716;19.018;
4.535;-14.846;7.738;17.345;
4.574;-0.098;7.336;8.646;
3.693;-8.315;4.692;10.237;
-0.654;-4.618;6.110;7.687;
1.662;-10.039;4.616;11.174;
-1.957;-7.108;6.186;9.624;
0.417;-7.970;6.455;10.265;
0.590;-8.813;5.344;10.324;
-1.555;-9.062;6.895;11.493;
-2.953;-7.472;3.907;8.935;
-2.838;-9.177;5.305;10.974;
-3.164;-6.744;6.857;10.125;
-2.378;-5.384;2.969;6.593;
-1.938;-6.801;5.286;8.830;
-1.804;-9.234;3.179;9.932;
-2.531;-4.675;4.961;7.272;
-2.838;-4.924;10.037;11.535;
-1.459;-3.679;8.102;9.017;
-0.865;-6.859;6.397;9.419;
-0.501;-8.142;5.765;9.989;
0.283;-3.143;6.589;7.306;
2.390;-1.074;10.535;10.856;
2.620;-1.553;11.722;12.111;
1.356;-3.871;10.324;11.109;
-1.593;-5.269;5.382;7.699;
-1.363;-7.299;7.029;10.225;
-2.359;-4.905;6.282;8.312;
-2.129;-5.039;5.899;8.046;
-2.129;-6.821;-0.497;7.163;
-1.899;-10.211;-0.325;10.392;
-1.574;-9.081;0.651;9.240;
-1.057;-9.847;0.057;9.904;
-1.210;-10.537;-1.608;10.728;
-1.095;-9.847;-0.363;9.915;
-1.306;-10.517;-1.053;10.650;
-1.842;-9.560;1.302;9.823;
-1.401;-5.901;4.558;7.587;
-1.957;-8.430;4.271;9.651;
-2.627;-9.023;10.094;13.792;
1.567;-1.611;7.604;7.929;
4.612;-5.001;9.902;12.014;
4.957;-15.555;3.026;16.604;
-0.884;-5.671;2.202;6.148;
0.456;-8.640;-0.957;8.705;
2.486;-11.073;-0.919;11.386;
2.065;-6.936;2.030;7.517;
-3.662;0.400;10.707;11.323;
2.045;-11.992;1.704;12.284;
-1.497;-3.794;0.172;4.083;
-2.666;-7.548;1.551;8.154;
-0.099;-6.686;6.704;9.469;
0.992;-4.963;6.857;8.523;
-2.302;-7.721;3.907;8.955;
2.965;-5.001;12.622;13.897;
-1.957;-13.103;-2.374;13.460;
-2.321;-9.655;2.509;10.243;
-2.531;-10.632;-0.019;10.930;
-0.463;-11.054;2.030;11.249;
-1.421;-9.426;3.869;10.288;
-1.804;-6.916;4.980;8.712;
-4.447;-4.043;6.416;8.792;
2.352;-3.718;9.175;10.176;
4.401;-12.375;-2.987;13.470;
3.022;-10.517;0.479;10.953;
2.294;-17.777;5.746;18.823;
2.773;-20.305;0.019;20.494;
1.969;-5.805;7.853;9.963;
2.199;-11.820;6.608;13.720;
7.217;-10.805;7.968;15.242;
-0.271;-1.362;9.979;10.075;
-4.332;-4.771;2.317;6.849;
0.016;-6.821;5.535;8.785;
3.290;-11.149;-2.451;11.880;
-4.006;-7.127;2.834;8.654;
-4.217;-5.633;2.739;7.552;
3.884;-6.399;7.795;10.807;
0.781;-4.943;9.424;10.671;
2.084;-5.288;6.627;8.731;
3.022;0.898;11.722;12.139;
-0.635;-8.372;9.577;12.737;
-2.282;-5.595;7.719;9.803;
-2.991;1.855;9.251;9.898;
-2.225;2.468;6.359;7.175;
-1.574;-2.549;9.175;9.652;
-3.470;0.572;8.485;9.185;
-2.570;-2.549;9.098;9.792;
-2.704;-3.469;7.795;8.951;
-1.746;-6.801;8.638;11.132;
-0.367;-4.273;8.753;9.748;
-0.731;-4.082;8.389;9.358;
1.088;-1.649;7.776;8.023;
-0.386;7.008;5.535;8.938;
0.628;1.185;9.136;9.234;
-0.654;-7.165;9.424;11.857;
0.992;-4.005;9.462;10.323;
2.850;-4.254;8.274;9.731;
3.195;-9.138;9.366;13.470;
0.800;-1.745;10.554;10.727;
4.555;-4.867;13.216;14.802;
1.394;1.166;8.868;9.052;
0.743;0.361;9.864;9.899;
-1.555;2.066;12.029;12.304;
1.586;-1.266;9.883;10.089;
3.482;-2.607;7.910;9.027;
3.003;-1.764;10.477;11.041;
0.532;-0.595;6.206;6.257;
7.677;-5.269;4.558;10.367;
8.079;-13.946;1.551;16.192;
5.627;-11.054;-0.957;12.441;
-1.037;-2.434;7.681;8.124;
4.899;1.396;12.527;13.523;
1.088;3.694;7.987;8.867;
0.877;-4.062;7.776;8.817;
-0.252;-0.653;8.638;8.667;
0.743;-5.020;9.807;11.043;
1.950;-3.047;9.577;10.238;
0.934;0.955;7.393;7.513;
2.965;-2.300;-2.968;4.784;
11.010;-11.782;-0.689;16.140;
-0.616;-7.874;4.099;8.899;
2.026;-7.376;8.236;11.241;
5.531;-8.391;9.960;14.150;
4.497;-3.411;6.857;8.881;
1.356;0.629;8.715;8.842;
3.808;-1.515;9.289;10.153;
3.501;-2.492;9.481;10.410;
0.839;-1.611;9.941;10.106;
2.946;-3.660;10.075;11.117;
8.290;-0.079;9.960;12.959;
6.508;0.285;7.853;10.203;
11.182;7.429;3.333;13.832;
-10.078;-3.660;8.255;13.532;
6.432;3.694;9.922;12.388;
11.278;0.093;8.581;14.171;
11.986;-2.147;5.439;13.336;
7.447;-2.951;3.256;8.647;
6.489;-5.231;-3.179;8.920;
1.318;-6.227;-6.454;9.065;
4.516;-6.303;-2.834;8.256;
9.918;-3.698;-2.528;10.882;
8.692;-7.108;-5.439;12.476;
10.952;-6.361;-0.478;12.674;
9.496;-1.821;-3.313;10.221;
2.160;-6.303;4.271;7.915;
13.078;-1.611;7.623;15.223;
2.448;-8.985;-0.478;9.325;
6.278;-7.625;2.145;10.107;
3.003;-7.031;7.432;10.663;
6.872;-9.426;3.888;12.296;
6.700;-11.782;7.087;15.295;
2.199;-8.774;4.443;10.078;
7.409;-5.499;8.696;12.679;
-1.899;-16.034;0.766;16.165;
7.447;-9.655;3.218;12.611;
9.152;-2.568;3.677;10.192;
2.160;-10.690;3.965;11.605;
4.957;-8.947;3.179;10.711;
5.033;-9.330;-0.459;10.611;
4.650;-8.679;-1.359;9.940;
8.788;-13.352;-0.842;16.007;
1.988;-4.350;5.382;7.200;
4.516;-7.127;5.918;10.306;
5.014;-8.583;6.129;11.678;
3.616;-9.062;-3.677;10.427;
3.156;-8.832;-5.018;10.637;
4.842;-11.341;-2.853;12.657;
3.942;-6.686;8.121;11.234;
4.516;-8.161;2.528;9.664;
5.876;-12.107;3.256;13.846;
4.363;-1.304;3.677;5.853;
4.516;-7.683;-3.179;9.462;
3.827;-9.962;-0.287;10.676;
4.267;-9.368;-5.420;11.634;
5.110;-4.158;1.915;6.861;
4.095;-9.387;3.620;10.863;
3.175;-9.981;2.662;10.807;
2.869;-9.196;1.015;9.687;
3.061;-8.602;1.494;9.252;
2.563;-8.430;2.202;9.082;
2.084;-8.315;3.486;9.254;
1.720;-9.445;3.945;10.380;
1.547;-8.736;5.133;10.250;
1.662;-9.464;5.918;11.285;
1.835;-9.502;7.202;12.064;
1.183;-8.928;2.183;9.267;
1.567;-8.870;-0.440;9.018;
1.701;-13.850;-0.593;13.967;
1.662;-4.101;3.907;5.903;
5.033;-6.399;9.385;12.424;
-0.041;-9.406;-0.766;9.438;
0.839;-14.789;1.321;14.872;
7.083;-4.503;4.846;9.692;
1.892;-8.181;0.172;8.399;
1.969;-9.138;-1.091;9.412;
2.907;-10.920;0.689;11.322;
8.309;-9.330;2.547;12.751;
1.413;-8.123;1.896;8.461;
3.559;-8.123;-3.064;9.383;
3.463;-12.567;-3.983;13.631;
2.084;-3.603;4.673;6.258;
8.711;-4.905;6.953;12.177;
8.309;-5.825;3.773;10.826;
6.106;-7.989;3.256;10.569;
5.359;-8.449;0.785;10.036;
5.915;-10.058;-4.347;12.452;
14.362;0.917;-2.068;14.539;
3.022;2.258;-2.987;4.811;
7.983;-15.134;-4.347;17.654;
5.378;-9.885;-7.489;13.517;
7.945;-3.794;-4.328;9.810;
7.792;-9.904;-4.999;13.557;
6.796;-3.200;-4.654;8.836;
8.309;-6.016;1.398;10.353;
5.570;-10.824;-3.447;12.652;
3.195;-9.253;-5.803;11.380;
-0.501;4.307;-4.041;5.927;
9.152;-3.162;-8.044;12.588;
6.968;-10.173;-11.320;16.739;
1.107;-0.806;3.601;3.853;
3.329;-9.042;-1.647;9.775;
2.812;-7.146;1.072;7.754;
6.432;-29.844;-8.944;31.813;
4.861;-10.326;0.996;11.457;
7.543;-18.964;-3.390;20.689;
4.497;-7.529;-2.336;9.076;
4.344;-6.093;-6.263;9.758;
5.876;-11.303;-3.696;13.265;
5.129;-9.540;-3.773;11.470;
4.631;-8.583;-5.248;11.075;
4.765;-7.683;-4.999;10.331;
4.440;-7.893;-3.888;9.856;
6.891;-8.583;-5.152;12.153;
4.880;-9.042;-3.447;10.838;
4.440;-6.572;-4.922;9.334;
3.405;-7.874;-2.623;8.971;
3.041;-8.813;-5.516;10.833;
3.769;-8.487;-3.505;9.926;
2.620;-8.276;-2.681;9.086;
3.865;-9.215;-2.164;10.225;
2.907;-10.134;-1.627;10.668;
3.233;-5.327;3.294;7.049;
5.378;-10.594;0.172;11.882;
3.003;-8.487;-1.762;9.174;
2.505;-7.548;-2.049;8.213;
4.593;-6.303;-3.294;8.466;
7.562;-5.192;-1.455;9.287;
7.370;-4.790;3.256;9.373;
5.359;-4.599;5.574;8.997;
9.860;-2.932;5.382;11.609;
5.302;-2.089;6.608;8.726;
6.930;1.204;5.957;9.217;
6.834;0.400;7.010;9.798;
11.048;5.361;6.646;13.963;
4.880;-11.245;2.375;12.486;
3.635;-2.817;9.098;10.194;
8.309;-1.457;9.768;12.906;
11.948;-6.514;5.114;14.537;
1.911;-9.502;-2.738;10.072;
5.627;-9.445;-2.183;11.209;
4.095;-7.185;-4.884;9.605;
5.761;-7.434;-3.179;9.928;
3.482;-10.824;-2.911;11.737;
4.133;-4.024;1.992;6.103;
3.961;-11.992;-0.612;12.644;
5.033;-7.472;6.416;11.060;
3.597;-9.789;2.969;10.844;
4.612;-9.042;0.862;10.187;
3.923;-10.115;-1.264;10.923;
2.620;-9.445;-3.217;10.316;
3.923;-8.640;0.306;9.494;
4.708;-8.181;-2.355;9.728;
5.091;-6.629;3.811;9.186;
5.359;-3.833;4.539;8.001;
3.980;-8.870;1.455;9.831;
3.674;-6.859;5.420;9.483;
4.478;-2.262;-1.206;5.160;
5.168;-6.859;-9.615;12.892;
4.382;-14.789;-4.462;16.057;
4.670;-16.283;0.344;16.943;
-1.325;-11.322;-6.454;13.100;
-1.037;-10.383;-0.670;10.457;
-2.091;-9.789;-1.378;10.105;
-0.444;-9.177;4.233;10.116;
0.915;-5.288;4.463;6.980;
0.685;-11.782;6.589;13.517;
2.045;-10.019;4.424;11.142;
-0.041;-7.165;4.194;8.303;
-0.884;-7.108;4.539;8.480;
0.839;-8.276;2.681;8.740;
0.705;-12.969;-1.474;13.072;
-1.650;-11.149;0.421;11.279;
-1.057;-11.398;-0.459;11.457;
-0.788;-8.123;0.268;8.166;
-0.252;-10.632;-1.876;10.800;
-0.310;-9.157;-0.134;9.164;
0.398;-14.655;-1.819;14.773;
-0.310;-10.881;1.589;11.001;
-0.712;-10.115;2.394;10.419;
0.168;-7.893;3.677;8.710;
1.509;-6.284;7.317;9.763;
-1.631;-9.789;-0.574;9.941;
-0.290;-10.364;-0.517;10.381;
-0.674;-10.958;-4.596;11.902;
-0.865;-10.843;-1.589;10.993;
-1.210;-4.790;4.060;6.395;
-2.685;-13.391;-0.861;13.685;
-1.344;-9.196;1.091;9.358;
-1.746;-7.453;4.673;8.969;
-0.329;-10.843;-2.585;11.152;
0.168;-8.200;6.340;10.367;
-1.325;-9.502;2.356;9.880;
-0.118;-9.579;0.230;9.583;
-0.405;-10.307;1.226;10.388;
-0.539;-10.211;0.881;10.264;
-0.539;-10.575;1.283;10.667;
-1.210;-9.502;1.360;9.675;
-0.884;-10.039;1.934;10.262;
-1.133;-10.230;1.724;10.436;
-1.057;-10.039;1.762;10.248;
-1.210;-9.253;1.858;9.515;
-1.229;-10.153;0.210;10.230;
-0.712;-11.169;0.115;11.193;
-1.497;-9.368;1.762;9.650;
-1.555;-9.598;1.532;9.844;
-1.248;-10.268;0.919;10.385;
-1.286;-10.288;-0.689;10.391;
-0.750;-9.847;-0.306;9.881;
-0.578;-11.801;-0.268;11.819;
-1.325;-12.145;1.647;12.328;
-2.014;-6.227;5.574;8.597;
-2.857;-7.472;3.945;8.920;
-1.018;-11.245;4.099;12.013;
-0.061;-7.568;4.865;8.998;
-0.425;-5.403;11.262;12.499;
-1.018;-2.530;6.953;7.469;
0.398;-7.663;11.760;14.042;
-12.722;1.089;3.218;13.168;
-1.421;-8.027;5.612;9.897;
-0.080;-8.295;6.301;10.418;
0.054;-7.223;5.631;9.159;
-1.344;-11.341;2.566;11.706;
-0.827;-10.728;3.524;11.323;
-0.463;-9.215;4.175;10.128;
-1.401;-8.449;2.509;8.925;
-0.712;-8.889;4.290;9.896;
4.286;-9.789;5.344;11.948;
0.781;-10.230;1.838;10.424;
-1.037;-9.291;1.781;9.517;
-0.559;-8.410;1.915;8.644;
-0.501;-10.422;-3.007;10.859;
0.264;-9.598;-1.244;9.682;
0.092;-9.579;-2.470;9.893;
-0.482;-8.257;-1.704;8.445;
-3.930;-10.920;3.926;12.252;
-0.348;-8.621;-0.402;8.638;
-1.535;-11.092;-1.819;11.345;
0.035;-5.403;4.846;7.258;
1.528;-3.334;4.309;5.659;
2.428;-6.054;11.952;13.616;
2.524;-3.392;7.968;9.021;
8.424;6.721;9.711;14.506;
1.547;-2.587;10.669;11.087;
1.605;9.709;5.631;11.338;
-0.156;6.644;10.075;12.069;
1.432;7.372;1.111;7.591;
0.054;8.138;3.160;8.730;
-1.765;10.494;8.868;13.852;
-1.746;2.219;4.539;5.346;
4.650;-7.185;8.887;12.338;
5.378;-5.154;6.761;10.060;
4.861;-12.701;4.788;14.418;
5.282;-12.739;6.550;15.267;
-3.164;-4.675;6.148;8.347;
-4.619;-5.461;5.650;9.115;
-5.634;-4.886;9.673;12.215;
-7.492;-1.783;8.408;11.402;
-12.262;5.935;9.979;16.887;
-10.136;2.219;6.474;12.230;
-2.148;-1.745;-3.121;4.172;
-1.382;1.281;4.348;4.739;
-0.290;-19.999;7.336;21.305;
0.245;-10.441;3.467;11.005;
3.118;-11.437;2.260;12.068;
6.891;-10.575;-0.440;12.630;
5.397;-8.659;-0.230;10.206;
1.854;-4.522;-3.160;5.820;
2.122;-9.521;-5.746;11.321;
3.980;-2.741;-8.408;9.698;
7.064;-5.499;-5.305;10.406;
8.788;-5.461;-7.106;12.552;
-0.501;-10.039;-6.033;11.723;
5.282;-4.637;-2.796;7.564;
20.299;-15.842;-11.300;28.119;
11.833;-26.703;-17.794;34.201;
-0.271;0.917;-1.206;1.539;
-3.068;-8.640;-0.708;9.196;
-3.470;-10.383;1.015;10.995;
-1.899;-9.617;-2.509;10.119;
-0.482;-11.418;-2.221;11.642;
0.571;-11.360;-0.976;11.417;
-0.463;-10.498;2.011;10.699;
0.456;-5.997;-1.455;6.188;
-2.206;-9.464;3.486;10.325;
-2.685;-8.870;6.263;11.186;
-2.110;-7.989;3.888;9.133;
-2.417;-8.046;4.731;9.642;
-1.382;-7.376;1.992;7.765;
1.145;-9.004;3.831;9.852;
5.033;-11.226;3.658;12.835;
4.593;-8.659;4.692;10.867;
3.654;-9.713;3.926;11.096;
5.972;-8.257;2.624;10.523;
5.493;-7.261;2.164;9.358;
5.704;-7.242;2.490;9.549;
6.968;-5.805;4.463;10.108;
5.263;-6.916;4.329;9.710;
5.359;-8.583;3.792;10.806;
5.282;-6.878;4.386;9.718;
5.244;-9.004;-0.593;10.437;
4.746;-10.115;-2.604;11.473;
5.148;-6.993;1.819;8.872;
4.459;-6.533;4.118;8.918;
3.750;-7.874;5.152;10.130;
2.294;-8.583;4.980;10.185;
1.298;-12.165;0.421;12.242;
1.432;-9.042;1.206;9.234;
1.145;-10.594;1.934;10.830;
2.122;-9.311;2.107;9.780;
2.965;-9.368;4.501;10.808;
3.980;-7.491;3.103;9.033;
4.555;-6.993;5.842;10.187;
4.880;-5.710;5.535;9.331;
2.199;-10.422;1.685;10.784;
3.405;-5.154;6.742;9.144;
2.812;-4.809;8.351;10.039;
3.118;-4.331;7.297;9.040;
4.191;-6.380;5.976;9.695;
2.256;-8.046;2.126;8.623;
1.088;-8.985;1.973;9.264;
0.035;-9.675;2.739;10.056;
-0.195;-10.690;5.267;11.919;
-2.359;-8.659;6.263;10.944;
-3.987;-9.100;6.225;11.725;
-5.251;-6.763;6.455;10.723;
-5.749;-4.445;5.325;9.010;
-5.462;-5.001;6.378;9.774;
-5.941;-6.093;5.880;10.344;
-5.979;-6.188;6.455;10.757;
-5.826;-5.901;5.803;10.122;
-6.362;-6.112;5.325;10.305;
-6.037;-5.365;5.688;9.879;
-6.324;-5.346;5.842;10.135;
-6.439;-5.327;5.420;9.961;
-6.784;-5.250;6.895;11.006;
-6.401;-3.449;5.918;9.376;
-6.554;-4.599;6.244;10.154;
-6.037;-3.986;6.455;9.696;
-5.328;-4.886;7.527;10.437;
-6.132;-2.453;5.267;8.448;
-5.826;-3.469;6.838;9.630;
-5.615;-3.124;7.546;9.912;
-5.481;-4.905;6.723;9.965;
-5.347;-3.603;8.121;10.370;
-5.175;-3.679;8.140;10.324;
-4.370;-3.679;9.175;10.808;
-4.677;-2.951;7.470;9.295;
-5.175;-2.396;6.436;8.600;
-5.136;-2.204;9.175;10.744;
-4.773;-2.760;7.910;9.642;
-2.493;-3.105;10.669;11.388;
-3.547;-1.419;8.485;9.306;
-3.777;-3.373;8.198;9.636;
-3.891;-2.396;8.044;9.252;
-3.949;-3.066;8.121;9.537;
-3.777;-2.434;8.830;9.908;
-3.968;-1.611;8.504;9.522;
-4.217;-2.377;8.274;9.587;
-4.351;-2.358;8.389;9.740;
-4.447;-2.224;8.389;9.752;
-4.485;-2.530;8.677;10.090;
-4.562;-2.683;8.600;10.099;
-4.485;-2.990;8.313;9.908;
-4.600;-2.836;8.159;9.787;
-4.485;-2.760;8.389;9.905;
-4.600;-3.047;8.064;9.772;
-4.715;-2.530;8.389;9.951;
-4.638;-2.856;8.274;9.906;
-4.811;-4.062;7.968;10.156;
-3.987;-3.296;8.772;10.184;
-4.543;-3.239;7.987;9.743;
-4.638;-2.089;7.757;9.277;
-4.887;-3.028;9.079;10.747;
-5.290;-2.951;8.351;10.317;
-4.428;-4.407;8.945;10.911;
-4.485;-2.607;8.159;9.669;
-4.275;-3.871;8.542;10.307;
-4.409;-3.871;8.351;10.207;
-5.232;-3.564;8.753;10.803;
-4.332;-2.913;9.232;10.606;
-4.945;-1.783;8.600;10.080;
-4.562;-2.664;8.887;10.339;
-4.006;-5.671;8.657;11.098;
-3.853;-2.779;8.600;9.825;
-2.704;-3.928;9.213;10.374;
-3.087;-4.369;8.715;10.226;
-1.708;-4.503;9.232;10.413;
-1.574;-4.139;9.098;10.119;
-1.861;-4.599;8.657;9.978;
-2.359;-4.541;8.926;10.289;
-2.551;-4.599;8.619;10.097;
-3.144;-4.484;7.910;9.621;
-1.880;-5.058;8.791;10.315;
-0.041;-4.790;9.539;10.675;
0.494;-2.377;10.343;10.624;
3.175;-6.323;7.010;9.960;
5.397;-9.943;-0.804;11.342;
5.282;-7.529;-9.768;13.416;
4.670;-2.013;6.646;8.368;
4.919;-2.396;7.891;9.602;
4.727;-4.139;7.930;10.118;
4.306;-6.342;2.011;7.925;
4.248;-9.483;-3.217;10.878;
1.528;-9.694;3.122;10.299;
-0.693;-3.584;7.374;8.229;
-3.183;-5.135;9.155;10.969;
-3.547;-4.062;8.696;10.233;
-3.547;-3.124;8.274;9.529;
-3.757;-2.856;8.657;9.860;
-3.719;-3.411;8.983;10.304;
-3.183;-3.200;8.753;9.849;
-4.026;-3.679;8.542;10.135;
-3.355;-4.101;8.830;10.298;
-3.528;-3.852;8.389;9.883;
-3.489;-3.085;7.815;9.098;
-3.068;-3.181;9.519;10.495;
-1.478;-6.821;8.389;10.913;
-2.512;-3.660;10.075;11.010;
-2.761;-2.741;8.677;9.510;
-2.819;-2.760;9.309;10.111;
-3.164;-3.028;9.060;10.063;
-3.604;-1.113;9.021;9.778;
-3.777;-2.664;9.481;10.548;
-3.317;-3.124;8.523;9.665;
-3.547;-2.511;8.715;9.739;
-3.202;-2.894;9.117;10.087;
-3.279;-2.089;9.443;10.212;
-3.068;-2.089;8.926;9.667;
-3.528;-2.473;9.443;10.380;
-4.083;-0.672;8.313;9.286;
-4.504;-2.530;9.500;10.814;
-3.413;-2.070;8.313;9.222;
-3.240;-2.453;9.519;10.351;
-3.336;-3.488;7.872;9.234;
-3.183;-0.500;7.853;8.489;
-1.957;1.262;11.033;11.276;
-1.191;-6.246;8.044;10.254;
-1.593;-8.219;2.662;8.786;
0.283;-1.994;7.048;7.330;
1.126;-3.737;6.282;7.396;
7.389;-17.853;0.651;19.333;
10.627;-5.039;1.973;11.925;
13.346;-6.054;2.375;14.846;
5.666;-6.801;0.306;8.857;
3.788;-6.552;-3.026;8.151;
2.601;-7.414;-1.991;8.106;
3.616;-3.794;-0.880;5.315;
6.183;-10.651;1.609;12.420;
7.849;-7.108;1.647;10.717;
4.976;-10.556;3.160;12.091;
4.344;-7.185;1.091;8.467;
6.681;-9.809;0.134;11.869;
7.217;-7.472;1.053;10.442;
7.447;-6.801;0.728;10.111;
7.753;-6.840;0.115;10.340;
7.907;-6.552;-0.211;10.271;
7.600;-6.323;-0.344;9.892;
7.696;-6.227;-0.574;9.916;
7.830;-6.342;-0.574;10.093;
7.868;-6.399;-0.574;10.158;
7.715;-6.476;-0.536;10.087;
7.945;-6.437;-0.555;10.240;
7.849;-6.476;-0.555;10.191;
7.734;-7.204;-0.651;10.589;
7.389;-6.246;-1.398;9.776;
6.757;-6.246;-3.390;9.806;
7.160;-6.763;-4.041;10.646;
5.953;-5.939;-5.650;10.131;
9.458;-7.510;-6.263;13.604;
-0.214;-3.354;-1.072;3.528;
12.274;-6.744;-10.362;17.421;
8.807;-2.760;-5.363;10.674;
8.673;-5.710;-5.688;11.840;
5.895;-5.844;-5.114;9.750;
5.780;-6.667;-2.202;9.094;
6.068;-6.629;-0.077;8.987;
4.248;-9.196;-2.930;10.545;
5.263;-7.357;5.286;10.477;
4.842;-8.774;4.922;11.165;
4.459;-8.295;4.788;10.565;
3.942;-7.510;4.003;9.379;
3.884;-7.108;5.574;9.833;
4.267;-7.912;4.194;9.920;
5.857;-9.004;3.792;11.391;
5.244;-8.583;1.685;10.199;
2.294;-7.376;1.896;7.954;
7.753;-3.947;0.402;8.709;
12.140;-4.177;-0.096;12.839;
7.370;-5.652;-0.115;9.288;
10.109;-6.916;-0.421;12.256;
4.363;-4.024;4.616;7.519;
8.960;-5.690;8.811;13.795;
5.704;-4.714;8.140;11.001;
3.750;-2.990;7.297;8.732;
0.666;-3.660;10.305;10.956;
-0.367;-2.434;9.347;9.666;
0.417;-1.668;10.343;10.485;
1.183;-1.189;9.558;9.704;
2.333;1.262;8.715;9.110;
-0.597;-0.327;9.251;9.276;
0.456;-0.461;9.596;9.618;
1.969;-1.840;9.711;10.078;
-0.942;-0.595;9.385;9.451;
0.781;-3.028;9.289;9.802;
-0.080;-2.453;10.324;10.612;
-0.041;-2.434;9.309;9.622;
-0.233;-2.070;9.845;10.063;
-1.306;-1.975;9.845;10.126;
-1.440;-3.430;9.404;10.113;
-1.172;-2.741;9.270;9.738;
-1.516;-3.354;9.232;9.939;
-1.057;-1.247;10.707;10.831;
-1.689;-2.396;9.136;9.595;
-1.286;-2.722;9.788;10.241;
-1.459;-3.239;9.155;9.820;
-1.957;-3.603;8.830;9.736;
-1.095;-3.507;8.485;9.247;
-0.654;-3.564;8.734;9.456;
-0.865;-3.660;9.251;9.987;
-0.693;-3.545;9.289;9.967;
-0.674;-3.526;9.194;9.870;
-0.827;-3.718;9.385;10.129;
-0.290;-3.852;9.021;9.814;
-0.290;-3.009;9.079;9.569;
