x;y;z;a
5.359;-3.392;-4.941;8.04
2.275;4.882;8.236;9.841
-1.88;2.698;6.436;7.228
2.409;-2.147;7.738;8.384
4.899;-4.292;5.918;8.8
5.282;-10.096;7.661;13.731
2.869;-12.452;2.777;13.077
6.815;-12.28;0.344;14.049
1.126;-4.618;10.956;11.943
-0.693;-9.847;-3.026;10.325
-0.693;-29.748;-11.454;31.885
3.252;-6.533;-4.788;8.728
8.366;-7.587;-3.888;11.944
9.152;-6.227;2.26;11.298
10.856;-5.039;1.953;12.127
11.239;-4.369;1.053;12.104
6.7;-6.533;0.153;9.359
6.508;-10.058;1.111;12.031
1.681;-8.755;3.237;9.485
0.054;-7.951;3.754;8.793
-0.425;-9.33;5.248;10.714
-1.133;-8.066;5.823;10.013
-1.555;-8.238;6.378;10.534
-0.712;-8.774;6.206;10.771
-1.133;-8.774;5.42;10.376
-2.033;-7.912;6.282;10.306
-2.014;-8.142;6.991;10.919
-3.738;-7.606;8.619;12.088
-4.198;-4.522;6.742;9.14
-4.485;-2.089;7.776;9.217
-4.715;-0.289;7.125;8.549
-5.615;0.687;7.815;9.648
-5.136;1.721;7.508;9.258
-5.577;3.1;7.432;9.796
-5.826;4.422;6.225;9.605
-5.424;4.805;5.995;9.405
