x;y;z;a
6.298;-6.093;7.642;11.627
5.531;-6.208;5.746;10.107
4.229;-3.928;9.443;11.067
6.719;-8.008;4.673;11.451
4.44;-2.492;7.738;9.263
4.842;-7.491;6.072;10.791
6.489;-3.564;2.222;7.73
5.302;-16.743;6.148;18.608
2.39;-7.836;1.647;8.357
4.593;-1.591;9.73;10.877
-16.246;-19.826;1.915;25.704
6.202;-8.698;5.229;11.894
3.156;-6.131;-5.554;8.854
-2.761;-4.445;-1.647;5.486
-6.132;-8.813;-9.423;14.285
-2.761;-3.066;-3.275;5.268
-1.765;-0.921;9.481;9.688
-0.52;4.307;8.677;9.701
-2.053;6.012;7.738;10.012
-1.727;6.701;6.895;9.769
-1.114;5.437;9.04;10.608
-1.037;6.586;8.025;10.433
-3.164;4.843;8.466;10.254
-2.206;5.705;8.504;10.475
-1.478;5.859;8.102;10.107
-3.796;4.863;10.151;11.879
-4.121;0.591;7.834;8.872
-7.243;3.445;8.121;11.414
-4.16;3.273;6.704;8.542
-5.673;-0.289;10.19;11.667
-8.125;-1.879;8.428;11.857
-4.045;3.847;6.627;8.665
-3.413;6.242;7.757;10.525
-2.589;3.713;8.102;9.281
-3.087;2.296;6.225;7.318
-5.251;4.518;9.673;11.898
