x;y;z;a
9.037;-8.583;10.803;16.494
0.896;-0.251;5.65;5.726
2.179;1.051;8.313;8.658
1.183;0.725;10.898;10.986
2.754;-0.346;9.328;9.732
2.409;0.342;7.661;8.038
7.275;-1.496;14.193;16.019
-1.44;-4.062;6.57;7.858
-7.378;8.617;-2.451;11.606
-3.087;-3.928;7.029;8.624
11.642;-21.512;4.712;24.91
3.444;5.092;20.648;21.544
-1.555;1.223;2.298;3.032
-2.8;-3.124;6.723;7.925
4.535;-4.886;7.738;10.214
7.006;-4.637;15.055;17.241
6.623;-1.438;4.827;8.32
7.907;-2.511;4.635;9.503
11.125;-2.99;4.673;12.431
7.945;-3.047;2.988;9.018
9.171;-3.564;2.528;10.159
8.29;-2.453;2.643;9.04
12.331;-2.281;3.888;13.129
8.156;-2.166;2.796;8.89
7.926;-2.434;4.405;9.389
8.769;-2.779;5.133;10.534
9.362;-3.449;3.85;10.694
9.994;-2.549;2.432;10.597
8.251;-2.626;1.724;8.829
9.65;-2.99;3.792;10.791
8.634;-3.162;4.08;10.059
10.397;-2.894;3.352;11.301
10.607;-3.449;0.402;11.161
10.301;-4.733;0.804;11.365
10.799;-3.239;1.666;11.396
8.405;-2.377;2.183;9.003
