x;y;z;a
3.769;-11.59;2.662;12.475
2.409;-8.276;2.949;9.11
3.808;-8.334;6.416;11.186
3.444;-9.33;6.321;11.784
5.704;-7.453;4.884;10.58
4.497;-5.48;7.776;10.523
3.444;-15.306;-2.853;15.946
3.425;-6.437;7.412;10.398
-0.501;-10.709;7.968;13.358
5.761;-7.778;5.42;11.094
-17.683;-19.482;13.101;29.392
3.865;-9.598;3.888;11.054
6.336;-8.602;6.742;12.633
4.995;-11.13;5.018;13.192
3.348;-7.242;6.091;10.038
2.677;-7.817;8.696;11.996
1.471;-4.426;7.163;8.548
-0.635;-9.177;1.494;9.32
-5.309;-8.928;9.481;14.064
-1.727;-4.924;6.934;8.679
-0.137;-0.653;2.777;2.856
3.405;5.112;6.531;8.965
3.884;3.215;11.071;12.165
-1.727;-3.373;11.914;12.503
0.532;-3.603;9.194;9.889
0.954;-3.009;11.416;11.845
-1.708;-1.17;9.366;9.592
-1.421;-4.101;6.321;7.668
1.701;-6.514;7.259;9.901
3.463;-1.86;11.511;12.164
1.452;-8.257;7.144;11.015
3.616;-6.572;7.949;10.93
3.578;-0.844;6.78;7.713
1.605;-10.881;5.325;12.22
3.061;-3.296;6.206;7.665
3.501;-9.847;7.566;12.902
