x;y;z;a
4.727;-9.943;0.555;11.024
2.007;-7.185;7.489;10.571
1.873;-4.637;7.125;8.705
3.827;-5.939;7.661;10.422
2.007;-6.265;6.512;9.257
1.183;-7.089;8.887;11.43
0.954;-1.055;7.451;7.586
1.241;-3.794;6.914;7.984
3.08;-4.407;4.175;6.808
2.543;-6.782;7.815;10.656
-27.336;17.275;3.122;32.487
-6.745;-5.71;9.539;13.004
9.899;0.208;1.819;10.067
9.918;-0.538;2.126;10.157
9.65;-0.346;2.183;9.9
9.841;-0.423;1.953;10.042
9.784;-0.423;2.087;10.013
9.937;-0.921;2.126;10.203
9.669;-0.538;2.222;9.935
9.899;-0.749;2.107;10.148
9.765;-0.576;2.145;10.014
9.841;-0.538;1.877;10.033
9.841;-0.615;1.915;10.044
9.822;-0.557;2.126;10.065
9.841;-0.366;1.877;10.025
9.707;-0.672;2.279;9.993
9.899;-0.806;2.202;10.173
9.956;-0.595;1.819;10.138
9.688;-0.806;2.413;10.016
9.784;-0.557;1.992;10.0
9.803;-0.691;2.145;10.058
9.784;-0.672;1.973;10.003
9.784;-0.691;2.107;10.032
9.86;-0.595;1.915;10.062
9.803;-0.423;1.781;9.972
10.282;-0.118;1.819;10.442
