x;y;z;a
-6.113;-10.556;-0.325;12.203
-8.833;1.089;4.558;10.0
2.39;-0.844;7.106;7.545
8.539;-11.054;0.344;13.972
8.136;-10.9;4.999;14.491
2.926;-10.211;-0.574;10.638
-2.436;-15.134;-1.398;15.393
9.42;-0.098;4.846;10.594
3.099;2.717;2.93;5.056
4.191;-16.723;10.017;19.939
12.063;-5.499;35.454;37.852
4.095;-6.323;3.486;8.301
10.014;-10.843;2.068;14.904
6.164;-8.238;0.479;10.3
7.083;-8.295;1.034;10.957
6.355;-7.644;1.417;10.041
4.421;-6.093;3.754;8.412
7.332;-9.904;1.57;12.422
5.531;-6.897;3.467;9.497
7.945;-10.958;0.23;13.537
3.175;-0.71;-3.869;5.055
7.658;-4.522;1.57;9.031
6.183;-6.054;3.198;9.225
5.646;-8.085;4.673;10.913
7.466;-5.518;-1.321;9.377
7.619;-7.625;4.233;11.581
6.93;-6.169;6.493;11.324
4.784;-6.84;6.704;10.706
6.24;-6.974;4.865;10.547
6.221;-7.012;1.953;9.575
4.612;-6.361;4.865;9.242
10.684;-11.59;8.542;17.929
4.689;-4.675;6.646;9.382
3.348;-8.181;2.796;9.272
2.007;-6.629;2.949;7.528
5.187;-6.265;9.73;12.682
