x;y;z;a
8.309;-9.253;-0.211;12.438
3.195;-7.702;0.823;8.379
0.436;-9.445;-0.708;9.482
-3.777;-6.131;1.072;7.281
-0.501;-13.065;0.689;13.093
-2.895;-3.737;-0.096;4.729
-5.711;-15.478;1.915;16.609
-2.263;-0.959;2.126;3.25
-8.661;-4.426;-0.919;9.77
-0.176;3.503;9.404;10.037
-10.404;-22.565;-0.785;24.861
-10.404;-22.565;-0.785;24.861
-9.523;-17.394;-4.424;20.318
-4.543;-7.127;-1.589;8.6
-3.049;-8.564;-0.651;9.114
-0.444;-5.767;10.113;11.651
-1.21;0.208;2.815;3.071
-15.422;-12.318;4.156;20.171
1.681;4.652;10.63;11.724
-4.887;-1.84;-0.44;5.241
-10.404;-0.883;10.056;14.497
-5.271;-2.53;6.014;8.388
-4.083;-3.047;6.742;8.451
-1.037;-4.292;10.037;10.966
1.892;-5.346;9.366;10.949
4.938;-13.199;12.22;18.653
-2.436;-3.947;2.758;5.397
0.149;-4.35;-4.232;6.071
-10.366;-11.169;3.256;15.583
-4.16;-3.564;-2.394;5.979
-5.96;-9.694;-2.796;11.719
-4.753;-7.74;-2.968;9.556
-2.685;-12.854;-2.03;13.288
-5.692;7.87;9.347;13.48
-0.731;3.694;2.834;4.713
-7.492;-0.327;4.999;9.013
