x;y;z;a
-0.195;7.985;3.237;8.618
-0.233;9.785;1.838;9.958
0.992;9.325;3.447;9.991
0.59;8.866;3.256;9.463
0.609;8.808;3.352;9.444
0.762;8.885;3.352;9.526
0.781;8.923;3.677;9.682
0.839;8.655;3.486;9.368
0.226;10.302;1.877;10.474
-0.827;7.697;4.941;9.184
4.344;1.089;33.864;34.159
-3.508;0.074;9.902;10.506
-4.006;-1.553;9.385;10.322
-3.815;-0.768;9.175;9.967
-2.627;-1.093;6.991;7.548
-4.524;-0.768;8.025;9.245
-5.347;-0.844;8.638;10.194
-5.175;-0.71;8.006;9.56
-5.366;-0.73;8.313;9.922
-5.213;-0.653;8.198;9.737
-5.328;-0.94;7.93;9.6
-5.175;-0.691;8.179;9.704
-5.328;-0.557;8.179;9.778
-5.271;-0.576;8.37;9.909
-5.347;-0.806;8.006;9.662
-5.232;-0.864;7.968;9.572
-5.424;-0.806;8.428;10.055
-5.328;-0.806;8.255;9.859
-5.29;-0.691;8.14;9.733
-5.424;-0.806;8.102;9.784
-5.29;-0.825;8.025;9.647
-5.232;-0.787;8.044;9.628
-5.156;-0.864;8.255;9.772
-5.251;-0.672;8.408;9.936
-5.424;-1.113;7.93;9.672
-5.117;-0.864;7.815;9.382
