x;y;z;a
14.360;20.037;18.499;30.821
28.687;11.916;0.054;31.064
7.235;-4.336;-1.402;8.550
0.876;26.300;-1.545;26.360
0.081;3.910;0.045;3.911
-6.709;5.835;0.179;8.893
7.800;19.625;2.956;21.325
-1.604;22.029;-7.138;23.212
4.774;1.784;-0.252;5.103
9.447;10.202;0.227;13.906
13.901;9.522;0.236;16.851
0.474;2.215;2.649;3.486
17.339;3.881;-3.757;18.161
4.410;2.588;4.584;6.867
6.526;4.695;0.370;8.048
12.301;0.635;-2.532;12.575
7.752;2.569;0.073;8.167
9.965;4.475;-0.137;10.924
6.775;1.985;2.075;7.359
6.862;4.887;1.883;8.632
7.139;5.002;4.431;9.779
5.789;8.947;1.424;10.751
4.812;7.396;-0.109;8.824
3.596;10.001;-0.300;10.632
0.244;8.756;0.006;8.759
-1.566;9.426;0.859;9.594
-9.486;23.638;-7.512;26.555
3.299;12.596;-3.221;13.413
-2.782;2.866;3.799;5.512
0.771;-7.266;3.550;8.124
5.837;-1.884;5.072;7.959
-2.227;15.124;-8.804;17.641
-4.784;28.532;9.516;30.455
-5.512;1.372;0.945;5.758
5.119;-3.503;2.956;6.871
-6.134;9.943;-3.729;12.264
-2.610;11.744;1.318;12.102
-0.838;10.164;-2.915;10.606
-0.924;7.616;-4.169;8.732
1.729;10.116;-0.750;10.290
0.311;10.527;-4.227;11.349
2.648;8.009;-3.374;9.085
1.978;11.016;-2.426;11.452
0.512;14.109;-2.886;14.410
-4.688;7.712;-3.652;9.736
-0.330;-3.196;9.076;9.628
-4.966;1.085;8.769;10.136
-3.807;2.703;10.100;11.127
-3.845;-1.070;9.851;10.629
-3.836;-2.995;8.233;9.563
-1.623;-3.541;8.769;9.595
-2.169;0.204;11.814;12.014
-6.766;23.753;-6.075;25.434
2.294;19.836;8.587;21.736
9.840;-1.961;15.511;18.473
4.094;-6.356;6.126;9.731
0.531;-2.487;5.963;6.483
-2.763;3.105;5.388;6.805
-4.784;9.062;7.524;12.713
-3.654;6.725;6.844;10.268
-2.361;6.247;5.666;8.758
-4.362;7.578;7.198;11.326
-3.453;6.285;6.844;9.913
-3.749;2.904;7.859;9.179
-4.094;2.933;9.095;10.396
-1.585;-0.093;8.903;9.044
-2.677;-1.099;8.319;8.808
-3.807;0.462;7.993;8.866
-1.192;-2.152;10.014;10.312
1.259;-2.842;9.382;9.883
-2.150;4.140;11.010;11.957
8.614;-1.271;3.396;9.346
9.984;0.539;0.581;10.015
8.040;-0.074;-2.321;8.368
