x;y;z;a
-6.818;1.669;13.912;15.583
-4.739;0.893;7.898;9.254
-4.088;2.176;8.243;9.455
-5.774;2.483;7.458;9.753
-4.328;2.224;7.755;9.155
-5.438;2.655;8.032;10.057
-5.17;2.224;7.879;9.683
-5.027;2.215;7.611;9.386
-5.343;2.119;7.85;9.729
-5.448;1.841;7.822;9.708
-5.63;2.301;8.511;10.461
-5.822;2.138;7.879;10.027
-6.099;1.64;7.142;9.534
-5.802;1.88;7.927;10.002
-6.76;0.96;6.653;9.533
-6.875;0.759;6.998;9.839
-6.683;0.673;6.749;9.522
-7.268;0.682;7.218;10.266
-6.856;0.587;7.324;10.049
-6.971;0.884;6.931;9.87
-5.707;2.579;7.764;9.975
-8.043;0.089;6.73;10.488
-6.712;0.874;7.046;9.77
-6.348;1.315;6.308;9.046
-7.45;2.809;6.921;10.549
