x;y;z;a
-6.426;5.816;5.199;10.107
3.131;-4.200;-1.102;5.353
8.130;-9.908;-11.618;17.299
2.173;-7.246;-9.836;12.409
6.138;-4.143;-3.879;8.360
7.900;-5.331;-5.527;11.017
7.268;-4.871;-2.213;9.025
7.096;-4.526;3.341;9.055
7.556;-3.415;1.923;8.512
8.820;-4.430;2.690;10.230
8.801;-4.009;2.383;9.960
8.877;-3.990;2.249;9.989
8.915;-4.315;2.460;10.205
8.896;-4.718;2.709;10.427
8.628;-4.756;2.077;10.068
9.337;-1.672;1.809;9.656
8.647;-2.572;3.475;9.667
8.858;-3.473;3.609;10.176
9.030;-3.051;3.034;10.002
8.762;-2.994;3.398;9.863
8.571;-3.396;3.417;9.832
8.801;-3.779;2.479;9.893
8.628;-4.488;2.690;10.090
8.705;-4.009;2.613;9.933
8.571;-4.641;3.207;10.261
