x;y;z;a
6.655;-3.913;6.310;9.971
6.789;-7.476;2.460;10.394
6.674;-7.801;2.230;10.506
5.391;-11.134;1.368;12.446
5.276;-7.648;3.858;10.060
5.947;-8.683;3.743;11.170
5.640;-6.116;2.996;8.842
5.487;-8.089;4.299;10.678
5.353;-9.123;3.877;11.266
5.257;-4.488;5.524;8.848
5.755;-7.342;6.118;11.156
4.855;-5.177;6.865;9.874
4.721;0.013;3.188;5.696
8.264;-8.165;4.069;12.309
6.617;-6.556;2.575;9.664
5.602;-5.311;1.809;7.928
4.491;-9.889;0.525;10.874
5.985;-7.131;2.058;9.534
4.376;-6.633;2.536;8.341
5.065;-7.074;-0.910;8.748
5.161;-9.774;-2.270;11.284
6.445;-7.897;-3.535;10.789
6.962;-8.146;-3.515;11.277
4.721;-8.740;1.042;9.988
5.353;-8.453;-1.351;10.096
