x;y;z;a
0.966;0.357;-1.198;1.580
-15.754;-10.062;-3.094;18.948
1.024;-10.157;-2.768;10.577
-13.686;7.540;0.334;15.629
-6.541;1.047;-4.377;7.940
-13.839;-2.477;-0.585;14.071
-8.840;-2.764;1.004;9.317
-9.433;-4.047;-2.002;10.458
-8.840;-2.687;-0.432;9.250
-5.928;-3.281;1.291;6.898
-13.054;-4.794;-2.136;14.070
-11.713;-13.145;-6.618;18.809
-4.051;0.070;-0.163;4.055
0.966;-8.606;-10.488;13.601
-4.568;-5.943;-2.787;7.997
1.579;-9.889;-8.783;13.320
-6.350;0.185;4.931;8.042
-2.346;-6.154;0.277;6.592
-3.093;-4.947;-8.208;10.071
-5.622;-6.365;-4.894;9.802
2.326;-8.797;3.571;9.775
0.507;-0.734;9.796;9.836
-0.450;-7.687;2.172;8.001
-0.354;-8.127;6.674;10.522
-2.653;-7.993;4.586;9.590
-1.772;-6.116;6.865;9.364
-1.503;-7.572;5.333;9.383
-14.452;-21.707;-5.680;26.690
-3.898;-4.928;2.824;6.889
-5.986;2.732;-0.259;6.585
-9.702;-7.208;1.368;12.164
-7.288;-4.411;-0.470;8.532
-8.878;-7.418;0.162;11.571
-10.065;-5.867;0.239;11.653
-6.522;-4.909;-0.048;8.164
-4.779;-11.249;-0.048;12.222
-6.771;-14.429;-3.075;16.233
-0.795;-8.568;2.172;8.875
1.848;-3.530;4.471;5.989
1.579;-6.556;6.003;9.028
4.606;-5.848;7.344;10.457
5.851;-8.223;5.467;11.478
4.414;-7.284;5.678;10.236
5.985;-5.196;5.410;9.596
3.035;-6.288;5.524;8.903
4.759;-4.603;2.690;7.146
6.196;-14.793;-0.029;16.038
6.081;-5.331;6.789;10.559
3.322;-8.932;6.597;11.590
0.526;-7.380;5.946;9.492
4.089;-6.959;6.348;10.269
1.752;-4.794;7.766;9.293
1.867;-5.177;8.359;10.008
-1.159;-39.464;3.686;39.653
6.425;-11.517;1.943;13.330
4.146;-9.698;1.655;10.676
3.246;-8.874;2.115;9.683
3.706;-9.602;3.015;10.725
5.123;-8.778;5.046;11.347
5.736;-7.457;1.023;9.463
3.763;-10.483;2.805;11.486
5.295;-7.208;4.203;9.882
3.935;-7.361;5.333;9.905
1.982;-5.407;9.298;10.937
3.552;-3.932;9.470;10.852
2.480;-3.396;9.164;10.083
4.261;-11.690;10.581;16.333
6.004;-7.687;0.429;9.763
5.295;-3.109;12.975;14.354
6.042;-4.469;7.708;10.765
4.587;-3.971;7.995;10.036
5.563;-3.664;8.340;10.673
2.499;-3.664;6.176;7.603
4.261;-3.128;9.911;11.232
2.250;-3.971;7.727;8.974
2.920;-3.243;11.041;11.872
1.656;-1.921;6.367;6.853
1.407;-3.856;5.754;7.068
4.204;-1.787;8.781;9.898
