x;y;z;a
2.485;-2.009;11.767;12.193
1.403;-0.735;8.099;8.252
-0.244;-1.606;8.376;8.533
-0.244;-1.329;8.29;8.4
0.407;-1.549;9.88;10.009
1.537;-1.29;8.424;8.66
3.098;-5.811;8.357;10.64
5.971;-5.858;4.316;9.413
9.601;-4.202;4.881;11.561
8.969;-4.115;5.561;11.327
8.547;0.682;2.736;9.0
9.553;-3.78;2.123;10.491
9.055;0.855;-1.804;9.272
8.02;0.003;-2.311;8.347
8.356;0.491;-2.675;8.787
8.681;0.73;-3.068;9.236
8.183;-1.137;-4.275;9.302
8.155;1.286;-5.711;10.038
6.785;3.364;-1.813;7.787
8.806;3.91;-0.128;9.636
8.317;3.623;0.14;9.073
8.423;3.421;0.476;9.104
8.451;3.144;0.581;9.036
8.384;3.201;0.849;9.015
8.882;3.105;1.012;9.464
