x;y;z;a
-9.371;-0.601;2.86;9.816
-5.837;9.34;7.878;13.542
-6.297;7.712;6.222;11.74
-7.628;-0.486;5.925;9.671
-5.722;1.391;5.839;8.293
-9.361;3.125;-1.804;10.033
-7.915;7.319;0.801;10.81
-10.827;3.824;-0.932;11.52
-10.769;1.152;-3.279;11.316
-6.278;-5.198;-3.279;8.785
-2.208;-2.373;6.145;6.947
-5.847;27.852;11.489;30.69
-3.634;5.346;8.3;10.52
-5.004;5.816;7.543;10.759
-5.875;4.121;7.582;10.439
-7.073;3.958;0.82;8.146
-10.616;1.295;-7.454;13.036
-6.622;1.267;-1.038;6.822
0.627;-0.151;11.067;11.086
-3.06;4.379;6.969;8.781
-2.313;2.148;5.848;6.646
-4.228;9.828;6.03;12.282
-6.124;6.668;4.747;10.223
-9.812;1.439;4.182;10.762
-4.046;-0.687;9.985;10.796
