x;y;z;a
-3.855;-3.378;8.865;10.24
-2.236;-3.052;9.679;10.392
-2.035;-1.233;10.215;10.489
-2.38;-0.61;9.526;9.837
-1.978;1.688;10.713;11.024
-2.265;3.718;9.621;10.561
-1.882;3.421;9.143;9.942
-2.485;5.902;9.478;11.438
-2.782;5.969;8.654;10.875
-1.604;5.758;6.72;8.994
-2.351;4.58;8.769;10.169
-3.673;6.802;8.261;11.314
-3.194;5.988;7.668;10.24
-5.109;3.939;9.995;11.896
-3.366;2.358;7.524;8.574
-5.014;2.598;8.319;10.054
-6.249;2.694;8.98;11.267
-5.789;2.454;8.214;10.344
-5.454;-0.687;7.227;9.08
-6.057;-0.112;7.39;9.556
-4.822;-0.735;8.472;9.776
-5.502;-0.4;7.869;9.61
-4.745;-1.185;8.424;9.741
-4.257;-0.974;9.238;10.219
-2.983;-1.08;8.702;9.262
