x;t;z
9.810393937007644;24.525000000000002;9.810381889343262
9.810501385081654;24.525000000000002;9.810381889343262
9.79143151322284;24.525000000000002;9.7913818359375
9.810427054449557;24.525000000000002;9.810381889343262
9.810431470417637;24.525000000000002;9.810381889343262
9.810431470417637;24.525000000000002;9.810381889343262
9.810427054449557;24.525000000000002;9.810381889343262
9.810427054449557;24.525000000000002;9.810381889343262
9.79143151322284;24.525000000000002;9.7913818359375
9.79143151322284;24.525000000000002;9.7913818359375
9.810431470417637;24.525000000000002;9.810381889343262
9.79143151322284;24.525000000000002;9.7913818359375
9.810427054449557;24.525000000000002;9.810381889343262
9.810427054449557;24.525000000000002;9.810381889343262
9.79143151322284;24.525000000000002;9.7913818359375
9.82950561490558;24.525000000000002;9.829381942749023
9.810431470417637;24.525000000000002;9.810381889343262
9.810505801016278;24.525000000000002;9.810381889343262
9.810505801016278;24.525000000000002;9.810381889343262
9.810550202525498;24.525000000000002;9.810381889343262
9.810505801016278;24.525000000000002;9.810381889343262
9.810475872263272;24.525000000000002;9.810381889343262
9.810431470417637;24.525000000000002;9.810381889343262
9.810427054449557;24.525000000000002;9.810381889343262
9.79143151322284;24.525000000000002;9.7913818359375
9.810505801016278;24.525000000000002;9.810381889343262
9.791505988056514;24.525000000000002;9.7913818359375
9.810505801016278;24.525000000000002;9.810381889343262
9.79150156355304;24.525000000000002;9.7913818359375
9.810431470417637;24.525000000000002;9.810381889343262
9.810505801016278;24.525000000000002;9.810381889343262
9.810505801016278;24.525000000000002;9.810381889343262
9.810475872263272;24.525000000000002;9.810381889343262
9.791505988056514;24.525000000000002;9.7913818359375
9.810505801016278;24.525000000000002;9.810381889343262
9.810431470417637;24.525000000000002;9.810381889343262
9.810431470417637;24.525000000000002;9.810381889343262
9.810505801016278;24.525000000000002;9.810381889343262
9.771505784409179;24.525000000000002;9.771381378173828
9.82943142798438;24.525000000000002;9.829381942749023
9.810431470417637;24.525000000000002;9.810381889343262
9.810550202525498;24.525000000000002;9.810381889343262
9.810431470417637;24.525000000000002;9.810381889343262
9.791505988056514;24.525000000000002;9.7913818359375
9.810661328973458;24.525000000000002;9.810381889343262
9.810661328973458;24.525000000000002;9.810381889343262
9.810661328973458;24.525000000000002;9.810381889343262
9.810661328973458;24.525000000000002;9.810381889343262
9.810431470417637;24.525000000000002;9.810381889343262
9.77147573620422;24.525000000000002;9.771381378173828
9.810505801016278;24.525000000000002;9.810381889343262
9.848763479360143;24.525000000000002;9.848381996154785
9.810505801016278;24.525000000000002;9.810381889343262
9.810505801016278;24.525000000000002;9.810381889343262
9.810550202525498;24.525000000000002;9.810381889343262
9.810630148993718;24.525000000000002;9.810381889343262
9.791505988056514;24.525000000000002;9.7913818359375
9.810505801016278;24.525000000000002;9.810381889343262
9.82943142798438;24.525000000000002;9.829381942749023
9.810431470417637;24.525000000000002;9.810381889343262
9.810505801016278;24.525000000000002;9.810381889343262
9.791505988056514;24.525000000000002;9.7913818359375
