x;y;z
9.929826022857117;24.525000000000002;8.831840515136719
9.906432912783082;24.525000000000002;8.812840461730957
9.912930694972212;24.525000000000002;8.812840461730957
9.881527455045822;24.525000000000002;8.792840957641602
9.919472062805285;24.525000000000002;8.792840957641602
9.924199890725287;24.525000000000002;8.812840461730957
9.918038642924929;24.525000000000002;8.812840461730957
9.94445974747934;24.525000000000002;8.946840286254883
12.772165964092263;24.525000000000002;9.46384048461914
9.596108140557515;24.525000000000002;6.839840412139893
8.513029935494197;24.525000000000002;5.728840351104736
9.763515201942132;24.525000000000002;4.00484037399292
9.82728333775228;24.525000000000002;2.950840473175049
10.176592090824219;24.525000000000002;1.571840524673462
10.027659734771891;24.525000000000002;3.429840564727783
9.558631836037756;24.525000000000002;1.6678404808044434
9.824899738274118;24.525000000000002;1.3228405714035034
9.468839485379108;24.525000000000002;3.2768404483795166
9.291703786470555;24.525000000000002;4.904840469360352
9.797303532537692;24.525000000000002;6.092840671539307
9.61350588249718;24.525000000000002;5.804840564727783
12.102871001069955;24.525000000000002;11.187840461730957
17.231572476837115;24.525000000000002;15.899840354919434
9.938375594828946;24.525000000000002;9.674840927124023
9.638201914127666;24.525000000000002;9.21484088897705
9.658795265957181;24.525000000000002;9.233840942382812
9.893523422317136;24.525000000000002;9.405840873718262
9.95100215207494;24.525000000000002;9.425840377807617
10.231839284582025;24.525000000000002;9.71284008026123
9.966982834500058;24.525000000000002;9.425840377807617
9.905828688321462;24.525000000000002;9.290840148925781
9.827258031773791;24.525000000000002;9.27184009552002
9.883000993218863;24.525000000000002;9.252840995788574
9.891165080064315;24.525000000000002;9.348840713500977
9.924007626159593;24.525000000000002;9.233840942382812
9.7949198862651;24.525000000000002;9.118840217590332
9.92514416111237;24.525000000000002;9.252840995788574
9.843479818340022;24.525000000000002;9.137840270996094
9.890844178099561;24.525000000000002;9.21484088897705
9.912828664912443;24.525000000000002;9.233840942382812
9.895440706655725;24.525000000000002;9.195840835571289
9.89945021640529;24.525000000000002;9.195840835571289
9.937697701989746;24.525000000000002;9.233840942382812
9.908600731319906;24.525000000000002;9.176840782165527
9.861469366154529;24.525000000000002;9.118840217590332
9.92033542271629;24.525000000000002;9.195840835571289
9.878912785559832;24.525000000000002;9.137840270996094
9.876075694128744;24.525000000000002;9.118840217590332
9.893621633176378;24.525000000000002;9.137840270996094
9.894273556175136;24.525000000000002;9.118840217590332
9.899538701877592;24.525000000000002;9.137840270996094
9.906928098031756;24.525000000000002;9.156840324401855
9.903823208962;24.525000000000002;9.137840270996094
9.910084523258961;24.525000000000002;9.137840270996094
9.917079530704905;24.525000000000002;9.156840324401855
9.897908701582255;24.525000000000002;9.137840270996094
9.893621633176378;24.525000000000002;9.137840270996094
9.882003268855826;24.525000000000002;9.118840217590332
9.901555586093341;24.525000000000002;9.137840270996094
9.913562629979648;24.525000000000002;9.137840270996094
9.851256085071878;24.525000000000002;9.080840110778809
9.881193740542946;24.525000000000002;9.195840835571289
9.940734494673285;24.525000000000002;9.156840324401855
9.925590251723891;24.525000000000002;9.137840270996094
9.927398754415293;24.525000000000002;9.137840270996094
9.919615214853875;24.525000000000002;9.137840270996094
9.945185348965985;24.525000000000002;9.156840324401855
9.90211533494058;24.525000000000002;9.118840217590332
9.923235479682694;24.525000000000002;9.137840270996094
9.892432068234536;24.525000000000002;9.09984016418457
9.909912619436724;24.525000000000002;9.118840217590332
9.87958258927679;24.525000000000002;9.118840217590332
9.888254071407253;24.525000000000002;9.09984016418457
14.20875836978932;24.525000000000002;11.532840728759766
8.062774040099722;24.525000000000002;6.322840690612793
9.167409410123366;24.525000000000002;7.547840595245361
8.667771316817632;24.525000000000002;4.942840576171875
9.884228755079384;24.525000000000002;1.8398405313491821
10.074863183846636;24.525000000000002;2.874840497970581
9.852372037046099;24.525000000000002;2.740840435028076
10.297257627441072;24.525000000000002;2.740840435028076
9.517888415508903;24.525000000000002;2.989840507507324
9.991733010047701;24.525000000000002;2.2238404750823975
10.3952967493985;24.525000000000002;2.261840581893921
