x;y;z;a
-3.374;-5.959;4.041;7.952
-3.834;-7.204;6.091;10.184
-5.405;-6.552;4.769;9.742
-4.677;-5.939;5.918;9.601
-3.968;-6.361;6.301;9.794
-5.002;-6.552;5.018;9.651
-3.393;-6.303;4.846;8.645
-2.972;-6.495;5.248;8.864
-1.593;-9.004;5.784;10.82
-2.187;0.591;4.616;5.142
-6.19;-31.185;-17.909;36.491
-4.217;-5.595;-8.197;10.783
1.356;38.976;4.692;39.28
-1.191;-7.012;-3.294;7.839
-6.592;24.86;12.22;28.474
-3.489;-29.557;-20.954;36.399
-3.508;-8.181;0.134;8.903
-5.845;-3.258;3.103;7.377
-5.136;-6.188;3.869;8.925
-7.282;-7.759;3.658;11.253
-5.52;-6.936;4.578;9.977
-6.037;-6.361;3.965;9.625
-5.692;-7.587;4.156;10.356
-5.5;-6.514;4.961;9.864
-7.665;-6.706;2.949;10.603
-5.328;-7.721;3.907;10.163
-4.389;-10.9;1.992;11.919
-3.164;-8.966;2.336;9.791
-4.734;-7.683;3.064;9.531
-7.301;-9.368;2.662;12.172
-5.29;-7.951;0.708;9.577
-6.439;-6.342;2.72;9.439
-6.132;-7.817;2.892;10.348
-4.217;-8.985;2.796;10.312
-4.447;-6.552;3.352;8.6
-5.845;-8.2;4.52;11.039
