x;y;z;a
8.443;-2.549;1.762;8.993
11.086;-2.645;3.486;11.918
6.604;-2.338;2.566;7.461
10.301;-4.235;-0.976;11.18
10.167;-4.771;-1.972;11.402
10.492;-3.679;-0.536;11.131
10.243;-2.971;0.191;10.667
9.343;-2.109;2.892;10.005
6.968;-4.656;9.175;12.426
12.216;0.61;3.735;12.788
-7.646;-25.573;-2.719;26.83
-2.589;-3.143;1.973;4.525
-0.061;4.882;4.386;6.563
-4.294;-4.292;8.408;10.371
-2.225;-3.028;5.842;6.947
-2.991;-7.223;6.167;9.958
-4.696;-4.196;4.041;7.483
-1.631;-8.468;8.964;12.439
-3.815;-5.939;7.604;10.376
-7.933;-7.28;7.393;13.062
-1.804;-3.967;8.715;9.744
-5.098;-3.871;7.221;9.65
-2.206;-0.27;4.214;4.765
2.62;-5.116;3.62;6.793
12.35;-11.456;8.351;18.802
6.796;-5.939;-1.455;9.142
6.47;-8.181;-1.857;10.594
6.278;-9.904;-1.283;11.796
10.856;-3.449;4.865;12.386
8.366;-3.947;3.926;10.049
8.998;-3.124;3.045;10.0
9.171;-3.22;2.413;10.015
9.132;-3.718;1.628;9.993
9.726;-4.56;2.068;10.939
9.018;-4.177;2.317;10.205
8.903;-3.315;3.39;10.087
