x;y;z;a
3.022;3.809;9.347;10.536
4.057;2.353;8.351;9.578
3.425;0.974;8.523;9.237
2.907;5.207;9.5;11.217
4.286;2.392;7.566;9.019
2.256;3.713;10.056;10.954
3.463;4.23;8.102;9.774
3.827;1.606;8.006;9.018
0.302;-0.06;10.822;10.827
2.773;6.318;8.351;10.832
-1.344;26.756;13.599;30.043
4.382;1.453;4.865;6.707
5.876;7.104;9.079;12.939
3.329;4.939;7.01;9.198
3.329;-0.615;5.976;6.868
3.233;2.909;7.451;8.627
5.148;1.223;11.626;12.773
3.616;3.292;7.202;8.705
4.018;3.024;7.7;9.197
3.463;2.66;7.125;8.357
3.865;1.032;10.056;10.823
3.846;2.468;6.991;8.352
4.382;3.1;9.289;10.728
3.367;1.97;5.918;7.088
2.697;2.277;6.11;7.056
3.482;0.936;7.815;8.607
3.405;1.357;10.324;10.955
3.923;1.472;8.753;9.704
4.057;4.882;9.232;11.204
3.635;2.468;8.964;9.983
2.946;3.924;7.374;8.857
2.831;1.587;7.125;7.829
3.731;2.028;8.179;9.216
4.286;0.974;8.906;9.932
2.543;4.25;8.121;9.512
3.846;3.005;9.481;10.663
