x;y;z;a
13.94;-5.959;2.988;15.452
0.647;-13.161;-3.332;13.592
4.957;-11.437;9.347;15.581
-4.409;6.548;2.394;8.249
3.501;-4.35;5.325;7.716
-1.172;-10.383;-8.293;13.34
-0.099;-16.685;-2.738;16.909
10.55;-12.873;6.934;18.031
11.412;2.315;-9.366;14.943
11.393;-13.429;-14.423;22.763
30.585;-12.145;3.256;33.069
2.812;4.077;1.302;5.12
6.508;-8.64;-13.829;17.557
29.819;-19.577;0.862;35.681
3.884;7.142;-1.321;8.236
3.29;-7.625;-13.158;15.559
15.396;-11.226;0.766;19.069
5.666;-3.066;-5.841;8.696
6.949;-10.383;-1.934;12.643
6.949;-6.821;1.264;9.819
4.823;-11.035;-0.995;12.084
4.88;-5.805;1.551;7.741
7.907;-10.0;3.888;13.328
5.129;-6.916;1.666;8.77
6.029;-7.778;3.237;10.36
10.129;-6.552;3.62;12.595
5.302;-5.805;1.475;7.999
6.278;-8.066;2.892;10.623
5.876;-8.372;3.467;10.8
6.911;-7.932;3.084;10.963
7.198;-6.572;4.175;10.604
6.087;-6.38;4.367;9.84
7.524;-6.744;1.858;10.274
7.351;-7.702;3.735;11.283
5.819;-7.625;3.122;10.087
5.551;-6.648;3.218;9.239
