x;y;z;a
9.305;-4.177;-0.708;10.224
8.405;-5.269;-0.096;9.92
9.247;-5.231;-1.34;10.708
7.964;-5.92;-0.306;9.928
9.018;-3.564;2.068;9.915
8.366;-3.028;2.72;9.303
9.765;-3.124;2.873;10.647
0.551;0.802;10.918;10.961
-0.923;-3.162;7.872;8.534
10.129;4.211;7.393;13.228
19.706;14.267;20.227;31.638
-2.953;-1.572;1.245;3.57
-1.172;0.821;5.248;5.44
2.907;-8.123;6.11;10.572
4.919;-15.057;2.336;16.012
5.819;-9.368;-2.968;11.421
6.719;-6.782;-0.861;9.586
11.929;-10.824;0.0;16.108
3.769;-6.936;-1.187;7.983
9.535;-4.426;0.593;10.529
6.585;-5.441;3.792;9.346
7.198;-6.686;0.823;9.859
10.397;-4.924;0.651;11.522
9.018;-5.154;2.413;10.663
8.673;-5.001;1.973;10.204
8.405;-5.039;2.087;10.019
8.615;-4.905;2.049;10.123
8.692;-4.79;1.953;10.115
8.769;-4.465;1.704;9.987
8.864;-4.599;2.107;10.206
8.845;-4.407;1.973;10.077
8.845;-4.426;1.973;10.085
8.883;-4.235;1.877;10.018
8.941;-4.235;2.126;10.119
8.998;-4.177;2.202;10.162
8.96;-3.584;2.336;9.929
