x;y;z;a
6.987;3.905;8.428;11.623
4.382;6.797;6.359;10.287
5.436;3.483;9.826;11.757
4.88;2.602;6.416;8.47
-0.252;8.425;6.589;10.698
5.589;8.521;6.455;12.062
4.995;6.337;7.546;11.047
5.895;-4.924;7.7;10.876
6.815;18.213;4.443;19.947
5.053;1.07;10.86;12.026
-12.281;21.067;21.146;32.277
0.8;3.694;5.459;6.64
3.769;-0.653;6.799;7.801
5.417;3.752;10.362;12.28
5.34;-0.653;7.412;9.159
-1.363;-2.224;5.937;6.485
8.405;-17.413;14.748;24.318
5.206;-0.595;8.313;9.827
3.501;-4.139;8.389;9.988
3.712;-3.603;9.079;10.45
3.444;-2.338;9.04;9.953
4.612;-1.764;7.968;9.374
3.539;-2.109;8.006;9.004
3.08;-0.998;9.175;9.73
1.835;-3.2;8.313;9.095
3.003;-6.936;8.159;11.122
2.007;-8.046;7.527;11.2
2.601;-4.829;8.025;9.721
1.126;-7.951;9.596;12.513
-0.98;-8.583;3.352;9.267
-2.589;-4.56;10.841;12.043
-5.73;-11.418;6.78;14.463
-3.604;-3.852;1.647;5.527
2.697;0.898;8.83;9.276
5.934;7.142;9.845;13.533
4.65;3.043;9.462;10.973
