x;y;z;a
6.815;-5.825;-2.03;9.192
5.915;-5.633;-8.102;11.505
7.658;-6.38;-2.911;10.384
9.075;-6.84;0.287;11.368
11.412;-8.43;0.766;14.209
5.953;-4.714;-3.907;8.539
4.631;-7.185;-2.451;8.893
13.423;-10.153;3.601;17.211
4.555;-4.982;2.949;7.367
7.294;-8.621;-8.389;14.068
13.232;-20.018;14.461;28.017
-3.202;4.269;6.665;8.538
2.524;-8.506;-4.807;10.091
-5.998;-18.715;20.859;28.659
-7.492;15.934;6.972;18.937
7.37;-25.573;-4.558;27.002
-11.821;-3.028;19.269;22.808
3.463;-5.327;-3.505;7.256
-4.16;-9.387;-0.631;10.287
0.973;-5.863;4.463;7.433
5.072;-3.603;-8.274;10.352
18.058;-13.352;-5.228;23.059
3.539;-4.292;0.249;5.569
9.803;-6.859;-0.9;11.998
11.565;-15.229;4.309;19.602
1.816;-10.709;-5.363;12.114
2.333;4.882;17.583;18.397
3.98;-6.859;-15.304;17.236
5.397;-7.759;0.057;9.452
24.418;-9.464;31.374;40.867
10.569;-6.686;0.957;12.543
9.305;-2.664;-3.869;10.423
8.366;-5.02;0.364;9.763
8.979;-5.192;2.815;10.747
8.673;-4.139;2.413;9.908
10.665;-14.674;-3.39;18.454
