x;y;z;a
16.315;-5.767;1.628;17.38
10.397;-5.365;-2.777;12.024
7.945;-5.614;-1.742;9.883
4.804;-6.131;-0.421;7.8
3.348;-8.621;4.463;10.269
3.769;-7.07;-5.688;9.826
4.095;-11.341;3.218;12.48
3.923;-9.177;-4.003;10.753
5.915;-1.496;-6.512;8.923
7.504;-6.188;-5.363;11.107
20.548;-15.497;-13.58;29.1
6.068;-10.498;4.865;13.065
4.248;-4.12;-0.497;5.939
7.581;-8.793;-1.532;11.711
9.458;-7.51;0.383;12.083
9.286;-5.786;2.834;11.302
9.803;-3.334;-0.211;10.356
9.822;-4.369;0.421;10.758
9.247;-3.986;1.226;10.144
8.309;-5.556;1.685;10.136
7.926;-5.652;0.555;9.751
9.362;-5.729;0.268;10.979
9.611;-4.56;0.21;10.64
9.496;-3.641;-0.249;10.173
9.171;-3.564;-0.019;9.839
9.592;-3.277;1.206;10.208
9.401;-2.511;0.957;9.777
9.343;-2.53;1.111;9.743
9.592;-1.515;3.754;10.411
9.439;-4.062;1.896;10.449
7.313;-6.648;2.528;10.201
8.998;-5.001;2.681;10.638
9.132;-2.779;3.62;10.209
8.711;-3.411;2.336;9.642
8.175;-3.756;1.091;9.062
0.743;-3.085;-0.785;3.269
