x;y;z;a
5.589;-6.878;4.367;9.88
5.551;-7.587;3.313;9.968
4.65;-6.514;4.539;9.201
5.953;-6.054;5.363;10.043
4.746;-8.41;7.029;11.944
3.788;-7.261;7.546;11.136
8.634;-1.63;10.554;13.733
7.792;-4.043;4.022;9.656
5.474;-8.085;5.305;11.112
6.662;-7.606;4.558;11.091
11.259;-9.502;36.278;39.156
5.761;-6.533;1.34;8.813
6.278;-8.238;5.229;11.603
7.121;-9.062;4.022;12.207
7.198;-6.706;4.405;10.779
5.359;-4.886;4.367;8.465
5.742;-6.533;4.807;9.938
6.796;-8.334;4.692;11.733
5.282;-1.745;6.742;8.741
6.355;-10.0;4.558;12.695
5.378;-9.483;3.256;11.378
6.432;-7.932;4.482;11.153
4.497;-9.828;5.037;11.924
7.102;-7.529;6.321;12.128
4.382;-5.499;4.329;8.257
5.512;-8.238;4.903;11.059
4.784;-9.713;4.673;11.793
4.363;-7.089;4.884;9.651
4.995;-10.939;5.439;13.199
4.114;-4.445;4.463;7.524
2.563;-7.338;5.018;9.252
3.003;-8.2;4.673;9.905
3.367;-10.594;3.945;11.796
-0.022;-9.196;5.861;10.905
0.111;-10.996;4.309;11.811
-4.868;-8.276;1.206;9.678
