x;y;z;a
9.209;-2.568;3.352;10.131
9.305;-4.139;1.494;10.293
7.581;-5.863;1.226;9.662
11.795;-11.533;5.823;17.494
13.346;-0.5;-5.688;14.516
2.218;-21.186;7.987;22.75
-5.156;-0.94;4.692;7.035
8.06;-5.518;5.727;11.323
-9.829;1.338;3.601;10.553
-6.784;7.525;2.72;10.49
-14.062;-18.083;14.557;27.142
5.168;-2.281;0.076;5.649
1.701;-12.011;9.615;15.48
-3.413;-3.047;6.263;7.757
-1.344;0.61;4.194;4.446
6.738;-15.746;3.467;17.475
6.106;-4.56;-0.039;7.621
4.306;-3.871;2.815;6.438
6.393;-11.015;0.287;12.739
5.531;-8.41;1.34;10.155
2.601;-9.713;-2.47;10.354
2.792;-6.955;-2.011;7.76
-2.742;-11.686;-2.968;12.365
9.899;-11.647;1.819;15.393
3.156;-8.41;2.509;9.327
4.018;-8.391;2.413;9.612
3.252;-10.632;4.482;11.988
-0.712;-10.096;6.857;12.226
-1.804;-4.369;10.286;11.321
0.934;-1.304;9.577;9.711
2.716;-13.965;-1.896;14.353
2.084;-13.352;-1.206;13.568
0.226;-2.396;2.93;3.792
1.873;-6.361;6.206;9.083
1.011;2.641;10.496;10.87
-0.137;-1.151;9.404;9.475
