x;y;z;a
-6.426;-20.807;-12.441;25.080
-3.496;-2.113;-4.799;6.302
8.073;-8.587;-1.983;11.952
6.483;-9.430;-3.535;11.977
5.755;-5.216;-1.523;7.915
5.966;-9.947;-0.930;11.636
4.261;-10.138;-5.316;12.215
-0.316;-10.043;-2.692;10.403
-2.193;-12.896;-5.680;14.261
-10.142;-6.212;0.659;11.912
-3.572;-9.046;-0.125;9.727
-4.434;-10.809;-1.581;11.790
0.144;-11.920;-2.404;12.161
-1.963;-8.989;1.809;9.377
1.311;-9.046;-0.106;9.141
1.637;-8.529;-2.902;9.157
-0.048;-10.157;-0.623;10.176
1.426;-14.889;-3.209;15.298
-5.411;-5.790;-4.952;9.345
-5.219;-12.207;-5.316;14.301
-0.795;-4.698;1.694;5.057
-1.925;-11.498;1.349;11.736
-0.910;-11.326;1.655;11.483
7.345;-12.284;2.670;14.559
5.544;-4.967;5.180;9.068
-1.791;-2.113;1.425;3.115
8.858;-23.470;10.236;27.094
6.445;1.775;5.793;8.845
-3.381;-3.089;0.793;4.648
7.939;-7.131;-2.883;11.054
8.283;-21.478;5.735;23.723
3.399;-7.495;5.697;10.009
1.005;2.349;-0.623;2.630
4.146;-1.940;-4.262;6.254
4.529;-14.391;-0.297;15.090
3.859;-31.974;-3.381;32.383
4.280;-3.204;6.118;8.125
0.813;-4.698;-0.795;4.834
7.402;-8.836;-1.677;11.648
5.583;-13.988;0.220;15.063
2.326;-7.208;-0.987;7.638
1.388;-10.655;-1.926;10.916
3.552;-14.735;1.560;15.237
3.955;-4.660;1.540;6.303
5.180;-4.143;8.819;11.035
4.759;-4.890;6.291;9.281
4.453;-7.093;1.655;8.537
5.391;-8.204;5.371;11.190
4.893;-8.280;4.950;10.817
4.912;-6.020;6.980;10.444
8.743;-4.794;8.053;12.817
3.380;1.928;7.766;8.686
11.406;-28.009;2.345;30.333
5.985;2.024;5.256;8.218
-10.774;-10.119;6.693;16.226
7.000;-9.525;-5.737;13.139
3.648;-22.225;12.726;25.869
7.728;3.728;3.705;9.346
-5.928;-5.177;-0.374;7.880
5.621;-6.959;0.659;8.970
7.249;-9.813;0.966;12.238
3.246;-10.349;-2.040;11.036
4.089;-11.096;-3.286;12.274
-3.266;-13.222;-2.328;13.817
5.353;-11.996;2.211;13.321
2.863;-0.160;1.483;3.228
16.271;-26.017;-6.561;31.380
7.019;-14.525;2.058;16.263
0.259;-6.978;1.502;7.143
4.491;-9.430;0.889;10.483
5.085;-9.928;1.751;11.291
4.318;-9.295;0.410;10.257
4.797;-10.004;1.617;11.212
4.491;-8.912;1.904;10.160
7.517;-10.943;3.973;13.858
4.338;-10.292;0.583;11.184
0.411;-0.465;7.344;7.370
-1.791;-1.193;7.478;7.782
-12.306;-35.537;5.984;38.081
1.081;-6.039;-5.124;7.993
4.510;0.089;1.904;4.896
7.498;-2.745;10.907;13.517
0.775;-9.870;6.310;11.740
2.001;-9.123;4.854;10.526
4.108;-7.265;2.843;8.817
4.510;-10.311;1.464;11.349
2.978;-8.855;2.096;9.575
2.690;-10.636;2.479;11.248
4.951;-7.591;3.437;9.693
2.863;-8.740;4.011;10.034
3.782;-7.629;3.092;9.059
6.196;-7.246;5.639;11.077
3.495;-7.706;5.927;10.331
5.123;-8.568;5.659;11.475
4.069;-9.908;4.567;11.644
4.682;-5.082;4.011;7.990
4.031;-7.763;3.092;9.278
1.196;-5.369;-0.297;5.509
-3.342;-16.440;-2.366;16.943
-6.618;-9.449;1.923;11.696
-5.181;-7.667;0.105;9.254
-4.721;-7.150;1.425;8.686
-6.656;-6.384;1.291;9.313
-6.254;-4.296;3.801;8.487
-22.535;-10.579;-0.681;24.904
-6.962;-0.983;-0.278;7.037
-14.873;-5.560;0.239;15.880
-3.342;-3.568;-0.968;4.984
-8.361;-7.189;0.047;11.027
-10.468;-8.319;-0.087;13.372
-11.387;-19.581;-10.775;25.084
-3.381;-2.955;1.253;4.662
7.805;-6.997;4.184;11.286
6.502;-2.228;3.417;7.675
9.241;-4.086;5.352;11.434
5.908;-1.902;5.697;8.425
4.740;-11.671;-6.120;14.005
1.828;-17.608;0.047;17.703
-2.116;-3.300;-3.669;5.370
-4.243;-9.391;4.567;11.272
2.690;-6.767;3.916;8.268
-2.155;-10.253;-0.183;10.479
11.769;-3.798;-7.308;14.364
-4.875;-14.122;-0.240;14.942
3.188;-10.751;-1.811;11.359
4.625;-10.157;-4.569;12.059
1.599;-14.984;2.172;15.225
11.616;-9.046;-3.400;15.110
-2.480;-14.142;-0.029;14.358
-0.163;-11.096;-0.776;11.124
7.996;-39.464;5.065;40.583
2.231;-13.088;1.655;13.380
-1.848;-10.234;0.162;10.401
-0.546;-10.675;0.372;10.696
1.637;-9.468;-0.374;9.616
1.350;-9.928;0.162;10.021
1.637;-10.406;0.985;10.580
1.062;-9.851;0.832;9.943
0.583;-10.023;1.272;10.120
1.330;-11.019;-0.029;11.099
1.196;-10.368;0.564;10.452
1.101;-10.177;0.429;10.245
1.369;-10.349;-0.776;10.468
1.541;-9.506;0.124;9.631
1.484;-9.832;0.066;9.944
1.503;-10.138;0.468;10.260
1.982;-10.177;1.176;10.435
1.560;-10.043;1.598;10.288
1.713;-10.004;1.272;10.229
1.752;-10.426;1.138;10.633
1.733;-9.908;1.732;10.207
1.886;-9.755;1.789;10.095
1.503;-10.215;1.445;10.426
1.426;-9.966;1.272;10.148
1.101;-9.851;1.694;10.056
0.909;-8.510;2.115;8.816
7.192;-25.596;-25.734;37.002
-10.449;-7.687;3.398;13.410
-8.399;-3.185;-0.221;8.986
-0.450;-10.694;-9.434;14.268
1.445;-2.936;-5.048;6.016
-0.335;-9.200;-5.297;10.621
-5.641;-4.469;0.449;7.211
-12.594;-9.008;-9.185;18.004
-14.892;-4.105;3.360;15.809
-4.243;2.234;-10.698;11.724
-7.748;0.166;-5.776;9.666
-10.563;-1.193;-6.312;12.363
-1.657;-8.146;-7.576;11.247
-7.978;-14.544;-5.029;17.334
-10.506;-1.212;3.571;11.163
-0.469;-7.533;-1.523;7.700
1.733;-13.893;-1.140;14.047
0.909;-12.226;-4.262;12.980
-8.591;-11.268;5.544;15.216
4.702;-11.613;-4.914;13.458
5.123;-5.101;0.659;7.259
0.125;-7.476;5.793;9.459
3.993;-8.050;1.732;9.151
3.725;-9.564;-0.087;10.264
-1.925;-9.257;1.272;9.540
-6.215;-9.008;-0.163;10.946
-17.804;-13.490;15.331;27.093
-7.978;-5.637;3.647;10.427
-6.503;-7.495;3.341;10.471
-2.787;-12.054;-4.396;13.130
1.694;-7.150;-5.105;8.947
-2.021;-9.659;4.720;10.939
1.522;-4.507;7.574;8.944
4.797;-7.246;3.552;9.388
0.756;-6.231;4.854;7.935
0.986;-6.537;9.489;11.565
1.522;-9.295;8.704;12.825
0.641;-8.912;7.631;11.750
3.112;-3.473;3.801;6.016
1.560;-9.621;6.157;11.529
1.752;-8.817;5.256;10.413
2.154;-9.487;4.797;10.847
2.307;-8.376;4.452;9.762
2.460;-8.338;3.034;9.208
2.556;-5.714;4.835;7.909
1.828;-6.307;7.038;9.626
1.599;-6.748;7.497;10.213
1.599;-6.978;6.884;9.932
1.445;-6.212;7.593;9.916
1.407;-6.805;7.382;10.138
1.388;-6.576;7.363;9.969
1.426;-6.480;7.287;9.855
7.900;-21.631;14.814;27.382
7.077;-3.875;-4.607;9.291
12.995;-5.292;-8.744;16.533
7.019;-7.399;1.809;10.358
11.578;-1.212;-1.274;11.710
9.356;-10.521;-2.194;14.249
10.601;1.104;2.958;11.061
5.908;-1.040;4.797;7.681
-1.159;-0.944;-0.010;1.495
15.849;-5.733;-4.894;17.550
-2.672;2.273;-9.262;9.904
3.380;11.792;0.506;12.277
6.751;13.133;-0.010;14.766
6.847;-4.392;0.487;8.149
-0.048;0.664;4.663;4.710
3.955;4.035;-4.396;7.159
0.201;-28.852;-5.220;29.321
0.698;7.636;-1.006;7.733
