x;y;z;a
-1.925;-3.607;-2.96;5.048
7.441;-1.883;-2.002;7.932
9.452;-1.136;-0.623;9.54
9.643;-2.036;-2.309;10.122
9.605;-0.753;-2.232;9.889
9.854;-2.496;-1.293;10.247
10.754;-2.036;-2.079;11.14
9.164;-2.055;-1.887;9.579
9.643;-1.825;-1.983;10.012
10.505;-2.879;-1.753;11.032
10.103;-2.17;-2.404;10.609
9.758;-2.208;-1.562;10.126
9.988;-2.496;-1.485;10.401
9.911;-2.496;-1.447;10.322
9.548;-2.438;-1.351;9.946
9.931;-3.358;-1.274;10.56
9.72;-2.955;-1.504;10.27
9.835;-2.304;-1.313;10.186
8.954;-1.959;-0.872;9.207
1.407;-5.082;-3.764;6.479
-21.539;-5.733;14.221;26.44
-5.928;-6.69;0.086;8.939
-7.805;-7.61;0.774;10.929
-7.173;-7.131;0.525;10.128
-7.633;-6.48;0.028;10.013
