x;y;z;a
1.101;2.809;9.202;9.684
4.146;-5.809;3.398;7.904
2.92;-8.625;-3.075;9.611
3.188;-4.277;-8.17;9.757
4.51;-8.721;-3.247;10.341
4.491;-13.165;-1.332;13.974
5.276;-4.947;1.349;7.357
1.752;-12.456;-0.776;12.603
4.376;-9.985;1.981;11.08
3.878;-7.993;4.011;9.748
3.706;-8.529;2.977;9.764
3.112;-9.046;1.655;9.708
3.571;8.0;-2.328;9.065
4.376;-10.138;-5.89;12.515
8.398;6.353;1.751;10.674
3.227;-7.035;4.222;8.816
2.25;-1.864;9.087;9.545
3.093;-8.376;5.908;10.706
-4.281;-13.031;2.287;13.906
3.016;-12.149;4.011;13.145
3.533;-9.564;4.739;11.243
-3.802;-31.112;-21.635;38.085
-36.383;25.871;5.678;45.003
6.559;-15.444;-29.718;34.128
-17.172;-20.616;-21.386;34.312
