x;y;z;a
10.309;-2.65;-3.336;11.155
4.199;-6.136;-2.273;7.775
12.244;2.809;-1.133;12.613
2.677;2.617;1.357;3.982
12.033;8.325;0.887;14.659
8.863;5.605;-4.198;11.296
4.487;8.325;-0.808;9.491
5.387;5.011;-1.88;7.594
6.412;6.199;-1.411;9.029
6.306;6.266;-1.239;8.976
7.331;4.935;-1.756;9.01
7.963;4.216;-1.785;9.185
7.676;4.523;-1.746;9.079
7.475;5.356;-1.181;9.271
7.044;5.509;-0.971;8.995
6.785;5.71;-0.999;8.924
6.929;5.892;-1.047;9.155
6.977;5.643;-1.22;9.056
7.082;5.557;-1.373;9.106
6.996;5.615;-1.373;9.075
6.785;5.615;-1.22;8.891
6.9;5.433;-1.143;8.856
7.101;5.691;-1.287;9.191
6.919;5.519;-1.248;8.938
6.785;5.787;-1.095;8.985
