x;y;z;a
11.909;4.666;1.931;12.935
10.175;2.196;-2.283;10.657
8.298;3.891;-1.296;9.256
7.159;0.031;2.008;7.435
11.066;3.153;-0.76;11.531
7.781;5.346;0.15;9.442
9.275;5.337;-0.942;10.742
12.905;-0.859;-1.105;12.98
4.697;-0.716;0.083;4.752
8.212;5.825;-1.21;10.141
13.115;6.285;-2.139;14.7
12.924;1.171;1.098;13.023
5.042;0.644;-0.243;5.089
11.573;2.55;-0.894;11.885
7.781;2.358;3.013;8.671
6.67;3.192;1.74;7.596
12.024;4.504;-0.157;12.84
7.455;-2.028;0.859;7.774
9.16;0.548;-1.947;9.381
9.495;6.467;1.778;11.625
10.194;1.228;1.184;10.336
12.627;0.682;-2.761;12.943
9.543;1.497;-0.099;9.66
10.137;0.826;-2.934;10.585
8.107;2.138;-4.83;9.676
