x;y;z;a
-2.868;7.53;6.768;10.523
-3.587;8.296;5.915;10.802
-2.457;9.321;1.615;9.773
-2.763;8.852;2.19;9.528
-1.192;7.808;-1.22;7.992
-0.761;9.991;-0.281;10.024
-2.045;11.456;0.284;11.641
-2.457;11.552;2.228;12.019
-0.934;7.961;1.95;8.249
-4.085;8.124;4.249;10.036
-4.372;7.549;3.215;9.297
-3.673;8.354;4.977;10.394
-9.218;8.804;5.58;13.914
-3.146;4.619;6.796;8.799
2.408;-8.808;7.524;11.832
2.686;-6.759;6.796;9.954
1.757;-2.784;8.348;8.974
2.198;-6.031;8.175;10.394
-0.388;-2.047;6.988;7.292
-1.844;1.544;7.16;7.553
-3.28;16.676;0.686;17.009
-0.704;12.203;2.975;12.581
0.215;7.616;1.213;7.715
0.464;9.522;1.807;9.703
0.713;8.411;2.611;8.836
