x;y;z;a
0.713;3.038;11.288;11.711
-0.177;11.169;7.246;13.315
1.125;4.245;6.346;7.718
0.752;4.887;10.321;11.444
6.498;2.77;5.944;9.232
-5.387;8.21;-8.718;13.131
-1.298;8.057;-2.014;8.405
-1.049;8.095;-4.428;9.286
1.269;6.256;-1.411;6.538
-4.602;9.081;-1.392;10.275
1.02;9.033;-0.042;9.091
-0.905;7.702;0.054;7.755
-1.681;10.24;-3.891;11.083
-4.228;12.414;-5.95;14.401
-3.663;9.991;-5.481;11.97
-7.609;18.333;4.756;20.411
2.073;6.802;3.626;7.982
2.954;6.084;5.341;8.618
-1.489;-2.028;4.421;5.087
0.445;8.957;0.878;9.011
1.298;11.179;-4.37;12.073
1.566;4.255;-3.221;5.561
-0.589;8.459;-3.968;9.362
-1.154;7.913;-4.093;8.983
-1.844;8.286;-2.886;8.966
