x;y;z;a
1.183;5.452;-6.707;8.724
2.495;2.713;-6.132;7.155
-4.19;7.156;-6.946;10.818
-1.097;6.582;-4.84;8.243
-2.907;6.582;-5.615;9.127
-1.154;7.118;-4.208;8.349
-1.824;6.218;-5.548;8.531
0.215;7.511;-9.178;11.861
-0.359;5.911;-7.579;9.618
-0.742;6.467;-6.65;9.305
-0.321;7.185;-6.544;9.724
0.522;7.405;-4.399;8.629
0.043;7.626;-3.585;8.426
-0.599;8.219;-3.853;9.097
-0.283;7.913;-6.286;10.11
0.091;6.438;-4.054;7.609
6.68;5.011;-0.635;8.375
10.156;8.162;2.487;13.265
7.369;5.94;3.559;10.112
10.999;1.793;-0.894;11.18
6.737;2.138;-2.081;7.368
8.346;2.694;-1.497;8.897
9.285;2.339;0.811;9.609
9.112;3.354;0.025;9.71
8.662;3.307;-1.248;9.355
