x;y;z;a
-2.993;-3.052;7.984;9.056
-1.949;-1.836;9.181;9.563
-2.686;-2.085;9.631;10.214
-2.801;-1.731;9.564;10.115
-3.031;-1.558;9.353;9.955
-2.581;-2.88;9.277;10.05
-2.955;-0.275;9.372;9.831
-3.97;-1.041;8.501;9.44
-4.669;-1.491;7.744;9.165
-3.654;-1.386;9.851;10.598
-2.39;-1.989;10.34;10.797
-4.257;0.472;8.989;9.958
-3.184;-1.195;9.564;10.151
-2.706;-0.112;9.688;10.06
-2.533;-0.304;9.277;9.621
1.393;13.027;8.616;15.68
-0.168;1.161;11.278;11.339
-4.535;1.899;9.238;10.465
-4.152;1.717;8.798;9.878
-3.596;4.427;8.261;10.039
-4.094;6.39;5.369;9.297
-2.715;8.421;2.63;9.23
-2.552;12.318;2.104;12.755
-0.359;10.872;0.428;10.887
1.106;9.407;0.907;9.515
