x;y;z;a
8.241;6.074;19.169;21.732
27.595;-0.697;-6.286;28.311
6.182;-3.934;-3.269;8.023
12.292;0.098;-1.325;12.363
12.292;0.098;-1.325;12.363
12.292;0.098;-1.325;12.363
12.292;0.098;-1.325;12.363
13.412;0.031;0.907;13.443
11.315;5.605;0.954;12.663
13.623;1.372;-1.67;13.793
6.957;-0.859;-1.976;7.284
13.106;5.251;3.272;14.493
15.337;-3.953;4.479;16.459
15.337;-3.953;4.479;16.459
15.337;-3.953;4.479;16.459
15.337;-3.953;4.479;16.459
5.894;5.768;-1.296;8.348
7.944;5.04;-1.622;9.547
13.929;1.765;-0.444;14.048
4.621;0.989;-4.686;6.655
6.163;2.799;3.76;7.743
7.264;-1.913;2.937;8.065
14.169;5.097;-0.559;15.068
8.011;-0.294;0.064;8.017
7.513;-0.208;0.399;7.5262
