x;y;z;a
5.282;7.329;0.198;9.036
11.267;6.122;1.098;12.87
11.612;-1.549;-0.951;11.753
8.174;0.079;-1.296;8.276
9.907;3.498;-0.626;10.525
8.384;3.642;1.788;9.314
9.294;4.121;1.673;10.303
14.561;6.314;2.525;16.071
8.806;4.121;2.094;9.945
0.158;-1.769;2.86;3.367
13.269;0.453;2.027;13.43
10.463;0.874;3.243;10.989
10.012;7.061;0.926;12.287
19.321;9.819;-0.425;21.677
7.379;5.509;0.734;9.238
0.924;-3.34;-1.411;3.742
33.294;5.806;-3.499;33.977
9.122;5.816;2.123;11.024
11.372;3.623;0.658;11.953
13.0;1.621;-2.838;13.405
5.425;-0.84;-1.631;5.727
12.483;1.87;-0.568;12.635
9.294;5.902;0.763;11.036
6.383;4.619;2.535;8.276
14.858;5.145;0.045;15.724
