x;y;z;a
3.146;2.196;-8.843;9.639
-6.124;12.194;8.491;16.072
2.792;13.496;0.533;13.792
-6.105;-0.304;-1.564;6.31
-7.034;11.092;2.525;13.375
-1.039;-4.949;6.231;8.025
-5.761;4.197;3.655;8.01
2.983;14.464;-11.275;18.58
2.332;11.083;-2.828;11.673
5.789;6.323;-6.64;10.844
4.18;7.405;-5.539;10.148
1.939;6.074;-5.912;8.695
13.824;13.008;2.592;19.158
8.806;3.747;4.459;10.558
8.26;-0.074;8.846;12.103
1.221;1.2;-4.313;4.64
0.608;9.809;-3.087;10.301
0.579;9.962;-2.493;10.286
1.068;7.99;-3.049;8.618
0.857;7.166;-6.008;9.39
-0.235;4.868;-7.387;8.85
0.522;8.574;-5.539;10.221
1.489;6.467;-5.625;8.699
4.123;8.919;-0.741;9.853
-1.374;7.961;-2.283;8.395
