x;y;z;a
9.189;5.586;-1.852;10.912
4.515;2.914;-1.871;5.69
13.824;4.686;8.702;16.994
9.773;1.918;0.121;9.96
7.293;2.033;-0.406;7.582
8.183;2.617;1.223;8.678
8.949;3.24;2.027;9.731
8.423;2.761;0.456;8.875
8.269;1.659;0.629;8.458
8.423;2.445;1.155;8.846
8.442;2.904;1.079;8.992
8.404;2.445;0.916;8.8
8.337;2.014;0.859;8.619
8.365;2.665;0.868;8.822
8.269;2.665;0.964;8.742
8.279;2.473;0.897;8.687
8.26;2.665;0.926;8.728
8.289;2.665;0.916;8.755
8.231;2.809;1.28;8.791
8.279;2.742;0.284;8.726
8.423;2.09;0.562;8.696
8.356;2.358;0.839;8.723
8.451;2.77;0.772;8.927
8.442;2.473;0.935;8.846
8.317;2.502;0.38;8.694
