x;y;z;a
-4.726;16.101;-3.231;17.089
-3.615;2.617;-2.781;5.258
-3.682;8.085;5.398;10.396
-8.423;6.725;1.874;10.94
-7.724;7.405;1.462;10.8
-8.136;9.282;2.353;12.565
-5.014;5.816;3.559;8.463
-10.472;9.11;-1.574;13.969
6.957;-9.785;28.727;31.135
11.65;-9.565;9.104;17.61
2.897;3.929;11.173;12.193
-1.058;7.539;4.019;8.609
0.12;0.702;6.509;6.548
2.361;5.327;7.256;9.306
1.671;7.262;5.992;9.562
-1.374;11.6;5.532;12.925
2.408;-5.887;5.216;8.226
-1.164;8.105;3.128;8.765
-0.12;6.591;1.433;6.746
-0.005;7.913;-2.426;8.277
-1.566;7.894;-6.927;10.618
-2.236;5.212;-5.002;7.563
-1.279;10.633;-1.44;10.806
0.302;6.63;3.119;7.333
-5.952;15.038;-10.078;19.056
