x;y;z;a;index
-9.881;-11.412;-1.268;15.149;33.11
-3.541;-2.793;-1.593;4.783;34.778
-4.173;-9.726;-3.47;11.138;35.503
-12.39;-6.413;-3.777;14.454;36.53
9.138;-2.065;3.941;10.163;43.13
8.966;-3.08;7.811;12.283;43.206
6.112;-1.126;4.114;7.453;43.427
10.23;2.876;4.516;11.546;42.525
4.407;-2.352;4.995;7.064;41.547
-3.349;-3.329;2.716;5.448;41.163
-22.638;-11.412;-4.256;25.707;46.069
-7.104;-2.429;1.298;7.619;48.676
-7.621;-4.651;1.279;9.019;47.312
-12.122;-4.555;0.513;12.96;47.253
-7.391;-2.409;0.36;7.782;46.889
-7.659;-2.831;-0.54;8.184;46.617
-14.267;-3.578;2.045;14.851;46.882
-8.961;-4.497;1.873;10.2;45.544
-11.892;-6.279;0.13;13.449;45.097
-10.685;-3.731;-0.75;11.343;44.566
-7.736;-1.586;-0.635;7.923;43.415
-10.111;-2.812;0.091;10.495;42.901
-9.0;-2.122;1.183;9.322;42.01
-10.877;-6.643;-0.214;12.747;35.339
-13.635;-4.746;-1.21;14.488;35.284
-7.372;-1.816;-0.31;7.599;35.609
-9.096;-2.007;0.226;9.318;35.187
-8.54;-3.003;1.796;9.229;34.357
-8.942;-6.259;0.973;10.958;33.549
-10.877;-5.627;-0.099;12.247;25.394
-8.272;-2.735;-0.118;8.713;17.526
-9.134;-2.218;-0.367;9.407;17.408
-13.52;-4.727;1.815;14.437;17.677
-8.157;-4.344;0.858;9.282;17.756
-14.535;-6.164;-0.999;15.82;19.017
-11.892;-2.352;-0.77;12.147;18.23
