x;y;z;a;index
0.277;1.952;9.312;9.518;0.000
0.746;2.165;9.702;9.969;0.000
0.583;2.120;9.745;9.990;0.000
0.629;2.098;9.822;10.063;0.000
0.368;2.237;9.511;9.777;0.000
0.550;2.374;9.458;9.767;0.000
0.672;2.273;9.709;9.994;0.000
0.203;2.240;9.415;9.680;0.000
0.497;2.656;9.693;10.062;0.000
0.662;2.510;9.350;9.704;0.000
0.626;2.194;9.195;9.473;0.000
0.930;2.433;9.671;10.016;0.000
0.741;2.400;9.731;10.050;0.000
0.760;2.060;9.982;10.221;0.000
0.746;2.342;9.535;9.846;0.000
0.557;2.017;9.532;9.759;0.000
0.995;2.261;9.793;10.100;0.000
1.002;2.113;9.774;10.050;0.000
0.837;2.165;9.345;9.629;0.000
1.067;2.146;9.511;9.808;1.837
0.703;2.081;9.558;9.808;1.760
0.866;2.287;9.183;9.503;1.810
0.535;2.220;9.594;9.862;1.884
0.725;2.481;9.570;9.913;1.863
0.610;2.383;9.503;9.817;1.856
0.526;2.278;8.993;9.292;1.906
0.935;2.445;9.515;9.869;1.948
0.674;1.931;9.618;9.833;1.950
0.260;1.612;9.606;9.744;1.977
-1.636;0.597;8.424;8.602;3.132
-0.444;0.961;10.509;10.562;3.916
-0.509;2.235;7.839;8.168;4.904
0.732;2.462;9.137;9.491;5.210
-0.090;0.063;10.174;10.174;5.862
0.480;0.346;10.416;10.432;5.890
0.617;0.937;9.348;9.415;5.990
0.653;0.973;9.724;9.794;6.000
0.610;1.042;9.611;9.687;5.984
1.637;1.830;9.515;9.827;6.116
2.748;2.421;8.893;9.617;6.264
-0.365;1.540;8.771;8.912;7.036
1.352;2.477;9.343;9.760;7.306
0.617;1.986;9.611;9.833;7.357
2.875;3.123;9.027;9.975;7.799
3.291;2.687;6.230;7.541;8.291
0.466;1.270;10.045;10.135;9.634
2.985;2.474;9.944;10.673;10.013
-2.331;-1.433;9.738;10.115;11.982
1.495;0.772;8.582;8.745;12.585
2.393;1.732;8.974;9.448;12.424
3.337;2.048;10.801;11.489;12.244
2.559;2.362;12.673;13.143;12.282
3.447;1.234;6.719;7.652;13.449
0.416;1.751;5.505;5.792;13.832
1.802;1.947;4.121;4.901;13.918
2.053;3.487;-0.548;4.083;14.758
3.408;1.528;16.212;16.637;22.458
3.329;0.039;8.912;9.514;23.626
2.535;5.280;-2.391;6.326;26.685
-0.635;0.525;13.480;13.505;31.403
1.278;2.690;8.752;9.244;31.823
1.177;2.831;8.694;9.219;31.810
0.454;2.563;9.106;9.471;31.716
0.507;2.163;9.321;9.582;31.590
1.874;1.797;10.305;10.627;31.247
3.085;2.817;9.470;10.350;31.173
1.165;1.119;12.439;12.543;30.718
3.404;1.809;8.388;9.231;30.735
14.029;2.690;6.113;15.538;32.583
5.879;0.906;-0.004;5.949;34.122
6.725;-0.636;0.436;6.769;34.109
7.522;-4.354;-0.292;8.696;33.777
2.515;-0.516;0.024;2.568;34.203
-8.929;7.471;-11.540;16.393;38.659
-1.438;0.156;-9.383;9.493;39.806
-1.344;0.003;-9.450;9.545;36.028
-1.370;0.001;-9.814;9.909;35.251
-1.442;-0.013;-9.869;9.974;32.966
-1.478;-0.004;-9.871;9.981;28.323
-1.466;0.013;-9.835;9.944;27.776
-1.481;0.006;-9.852;9.963;27.775
-1.466;0.013;-9.838;9.946;27.761
-2.139;-0.516;-9.505;9.756;27.773
-1.572;-0.792;-9.850;10.005;27.729
-2.043;0.080;-11.447;11.628;27.735
-4.007;1.528;-8.904;9.883;27.681
-8.350;-1.768;-3.586;9.258;28.326
-1.145;-15.090;-0.885;15.160;30.334
-1.835;-6.852;0.585;7.117;29.726
-6.540;-7.247;0.985;9.811;30.047
-0.626;-6.303;-1.300;6.466;30.478
-14.587;-4.134;20.553;25.540;39.575
-0.820;-2.410;5.658;6.205;40.645
1.936;1.021;8.550;8.826;39.566
2.187;0.602;8.735;9.025;39.569
2.247;0.674;9.463;9.749;39.574
2.257;0.647;9.594;9.877;39.574
2.269;0.643;9.604;9.889;39.574
2.254;0.655;9.547;9.831;39.574
2.235;0.623;9.518;9.797;39.574
2.242;0.647;9.556;9.837;39.574
2.238;0.664;9.556;9.837;39.563
2.221;0.690;9.573;9.851;39.557
2.207;0.666;9.561;9.835;39.512
2.209;0.678;9.558;9.834;39.355
2.202;0.664;9.549;9.822;38.611
2.209;0.671;9.578;9.852;35.414
2.195;0.674;9.563;9.835;34.404
2.216;0.688;9.585;9.862;34.076
2.233;0.681;9.563;9.844;33.468
2.214;0.666;9.575;9.850;21.046
2.211;0.686;9.542;9.819;5.346
2.197;0.676;9.566;9.838;0.920
2.192;0.666;9.575;9.846;0.758
2.209;0.671;9.556;9.831;0.191
2.197;0.681;9.566;9.838;0.137
2.199;0.683;9.561;9.834;0.136
2.207;0.674;9.563;9.838;0.122
2.207;0.669;9.554;9.828;0.114
2.202;0.662;9.556;9.829;0.105
2.192;0.671;9.551;9.823;0.104
2.216;0.681;9.566;9.843;0.102
2.214;0.662;9.568;9.843;0.100
2.207;0.674;9.578;9.852;0.100
2.209;0.666;9.558;9.833;0.101
2.199;0.669;9.561;9.833;0.096
2.195;0.681;9.558;9.831;0.095
2.202;0.664;9.551;9.824;0.091
2.207;0.686;9.563;9.838;0.090
2.202;0.678;9.563;9.837;0.086
2.199;0.683;9.554;9.827;0.078
