x;y;z;a;index
-4.345;-8.711;0.551;9.75;10.496
-4.02;-8.711;-0.099;9.594;10.52
-4.23;-8.615;-0.08;9.598;10.522
-3.886;-8.443;-0.444;9.305;10.535
-3.886;-9.133;0.015;9.925;10.567
-4.288;-7.658;0.858;8.819;10.703
-4.556;-5.091;-6.841;9.669;13.434
-3.866;-4.516;-6.784;9.02;13.463
-4.786;-4.382;-6.841;9.429;13.495
-5.801;-11.738;-4.485;13.84;15.582
-20.895;-15.3;-0.176;25.899;22.403
0.252;-1.988;0.685;2.118;33.571
3.373;-3.271;7.523;8.869;34.426
10.479;-2.831;5.455;12.148;34.661
-3.56;-8.347;7.159;11.558;37.508
-3.311;-7.485;5.933;10.109;37.322
-3.158;-8.941;7.293;11.962;37.323
3.354;5.462;6.527;9.148;40.488
4.905;2.646;7.064;8.997;40.361
6.054;-1.95;8.519;10.631;40.652
1.975;-9.152;4.037;10.196;41.721
0.902;-10.052;4.363;10.995;41.745
-3.349;-10.646;6.853;13.096;42.036
-3.024;-8.366;12.982;15.737;42.535
-9.804;-7.39;-1.746;12.401;45.497
-11.509;-0.954;-1.804;11.689;45.259
-7.563;-4.038;-3.413;9.228;45.555
-8.042;-4.497;-3.355;9.806;45.55
-11.662;-4.344;-2.129;12.626;45.042
-3.79;-0.418;0.762;3.889;43.075
-7.965;-3.291;-0.942;8.67;35.48
-8.866;-3.789;-2.896;10.068;34.722
-8.847;-4.095;-3.317;10.298;33.925
-8.1;-2.85;-3.145;9.145;30.374
-8.234;-3.405;-0.712;8.939;30.439
-7.851;-6.125;3.769;10.647;30.825
