x;y;z;a;index
-1.007;3.338;9.575;10.190;0.000
-0.691;3.741;8.783;9.571;0.000
-0.331;3.698;8.096;8.906;0.000
-0.346;3.741;8.543;9.333;0.000
0.638;2.041;4.406;4.897;0.000
2.499;-0.801;13.224;13.482;0.000
3.851;-2.233;17.814;18.362;0.000
15.157;0.406;12.386;19.579;0.000
16.575;3.923;1.088;17.067;0.000
20.597;-6.284;0.867;21.552;0.000
19.180;-1.757;0.743;19.274;0.000
15.576;3.635;-0.275;15.997;0.000
-0.868;8.139;4.660;9.419;0.000
-0.087;1.998;-11.133;11.311;0.000
-0.422;2.077;-9.962;10.185;0.000
-0.386;2.026;-9.773;9.988;0.000
-0.398;1.991;-9.725;9.935;0.000
-0.408;1.991;-9.771;9.980;0.000
-0.406;2.017;-9.763;9.978;0.000
-0.341;1.974;-9.773;9.976;35.122
-0.389;2.024;-9.809;10.023;35.109
-0.384;1.998;-9.756;9.966;35.100
-0.322;1.988;-9.699;9.906;35.098
-0.374;2.041;-9.732;9.951;34.798
-0.382;2.005;-9.723;9.935;33.490
-0.391;2.010;-9.737;9.950;33.116
-0.362;2.007;-9.761;9.972;30.535
-0.365;2.014;-9.754;9.966;28.113
-0.382;2.014;-9.749;9.962;25.883
-0.367;2.014;-9.751;9.964;25.445
-0.370;2.005;-9.761;9.972;24.583
-0.372;2.034;-9.751;9.968;17.009
-0.348;2.010;-9.718;9.930;1.254
-0.300;2.036;-9.778;9.992;0.299
0.045;1.658;-10.553;10.683;0.956
-4.277;1.610;-8.466;9.620;4.894
-4.090;1.981;0.154;4.547;9.920
-3.116;1.921;5.342;6.476;11.238
-2.347;1.832;9.460;9.918;11.993
-2.455;1.794;9.269;9.755;11.995
-2.446;1.799;9.381;9.860;11.995
-2.429;1.806;9.341;9.819;11.995
-2.398;1.832;9.333;9.809;11.995
-2.762;2.220;10.140;10.742;12.034
