x;y;z;a;index
9.023;-17.312;-4.926;20.134;62.281
2.568;-10.722;-0.176;11.027;62.413
1.17;-8.692;0.206;8.773;62.163
-2.928;-10.876;0.762;11.289;54.545
-4.154;-11.048;12.637;17.292;54.053
4.503;-1.49;6.527;8.068;55.073
1.17;-2.18;2.103;3.247;54.869
-6.203;1.076;5.091;8.097;54.862
-6.222;-0.093;10.435;12.149;49.585
1.515;-12.868;11.124;17.077;50.87
-11.03;-1.835;23.766;26.265;54.37
9.694;3.298;4.746;11.286;58.424
3.948;4.696;10.033;11.76;57.577
2.856;-2.544;9.477;10.219;57.411
3.948;-0.896;8.577;9.484;57.208
0.461;1.765;8.711;8.9;55.393
4.235;-14.936;12.446;19.898;56.736
8.047;-4.229;4.899;10.326;58.078
8.564;2.301;2.735;9.28;56.411
7.568;3.642;-0.348;8.406;52.829
1.592;12.932;-15.461;20.219;55.079
-10.379;0.29;2.103;10.594;60.325
-12.62;-9.42;1.681;15.838;60.965
0.538;-11.469;8.021;14.006;61.576
-6.069;-8.826;10.301;14.861;60.364
0.902;-5.053;5.684;7.658;60.802
-6.203;-2.429;7.466;10.006;60.692
-5.59;-2.007;7.677;9.706;60.45
-5.609;-1.892;7.274;9.378;58.573
-6.069;-1.969;7.332;9.719;54.7
-7.295;-2.065;6.623;10.067;46.653
-6.337;-1.184;6.949;9.479;45.994
-6.95;-1.528;6.681;9.761;45.41
-6.471;-1.318;6.795;9.475;45.361
-6.606;-1.394;6.853;9.62;45.149
-6.682;-0.666;6.93;9.65;41.615
