x;y;z;a;index
1.426;7.093;6.190;9.521;1.382
1.524;7.100;6.211;9.556;1.375
1.472;7.062;6.393;9.639;1.255
1.290;7.054;6.496;9.676;1.217
1.199;6.956;6.458;9.567;1.104
1.316;6.949;6.362;9.513;1.033
1.618;7.174;6.388;9.742;1.069
1.615;7.325;6.530;9.945;1.032
1.536;7.224;6.575;9.889;0.998
1.510;7.143;6.786;9.967;0.990
1.558;7.251;6.846;10.093;0.993
1.634;7.373;6.733;10.118;1.001
1.728;7.375;6.652;10.081;0.997
1.886;7.449;6.942;10.355;1.045
1.850;7.512;7.198;10.567;1.034
1.491;7.277;7.226;10.363;1.069
1.333;7.083;7.224;10.205;1.085
1.354;7.081;7.126;10.137;1.008
1.158;7.129;6.906;9.992;1.030
1.105;7.124;6.630;9.794;1.032
1.155;7.203;6.633;9.859;1.032
1.177;7.246;6.640;9.898;1.015
1.086;7.265;6.693;9.937;0.999
1.050;7.294;6.757;9.998;0.992
1.067;7.260;6.982;10.129;1.007
1.115;7.162;7.100;10.146;0.947
1.098;7.157;7.193;10.206;0.929
0.909;7.198;7.112;10.159;0.943
0.768;7.138;7.033;10.050;0.931
0.806;7.062;7.037;10.002;0.925
1.014;6.944;7.006;9.917;0.939
0.957;6.920;6.908;9.825;0.938
0.741;6.959;6.798;9.756;0.908
0.787;6.884;7.078;9.905;0.917
0.971;6.841;7.289;10.043;0.858
1.041;6.925;7.380;10.173;0.832
0.952;7.145;7.557;10.444;0.878
0.997;7.241;7.643;10.576;0.837
1.050;7.284;7.468;10.485;0.810
0.895;7.263;7.248;10.300;0.849
0.722;7.337;7.289;10.367;0.869
0.492;7.569;7.622;10.753;0.981
0.076;8.151;7.899;11.351;1.243
-0.535;8.721;7.894;11.775;1.480
-1.236;9.382;7.191;11.885;1.894
-2.036;9.588;5.816;11.397;2.480
-0.312;8.939;4.222;9.890;3.470
1.529;6.446;0.982;6.698;5.666
0.698;4.083;-0.213;4.148;6.309
-0.061;1.143;-0.397;1.211;7.000
0.073;-0.071;0.010;0.102;7.116
0.078;-0.069;0.046;0.114;7.112
0.102;-0.083;0.044;0.139;7.106
0.071;-0.078;0.094;0.141;7.101
0.085;-0.047;0.103;0.142;7.100
0.092;-0.057;0.130;0.169;7.093
0.076;-0.066;0.144;0.176;7.092
0.083;-0.057;0.187;0.212;7.090
0.068;-0.059;0.233;0.250;7.085
0.076;-0.040;0.238;0.252;7.082
0.088;-0.049;0.285;0.303;7.067
0.068;-0.033;0.300;0.309;7.025
0.076;-0.040;0.355;0.365;6.976
0.068;-0.023;0.374;0.381;6.873
0.083;-0.035;0.429;0.438;6.684
0.068;-0.035;0.475;0.481;6.224
0.092;-0.025;0.513;0.522;4.318
0.083;-0.040;0.539;0.547;3.308
0.071;-0.035;0.563;0.569;1.299
0.088;-0.033;0.640;0.647;0.190
0.085;-0.028;0.712;0.717;0.199
0.092;0.001;0.786;0.791;0.213
0.095;0.008;0.846;0.851;0.213
0.078;-0.009;0.879;0.883;0.214
0.085;0.003;0.951;0.955;0.225
0.085;-0.004;1.061;1.065;0.249
0.059;-0.004;1.157;1.158;0.264
0.071;0.025;1.952;1.953;0.837
52.125;-59.437;78.344;111.299;109.917
-18.765;-9.638;70.445;73.536;140.176
-0.956;1.880;6.068;6.424;155.704
0.025;0.003;-0.311;0.312;155.849
0.080;0.037;-0.160;0.183;155.849
0.090;0.010;-0.074;0.117;155.849
0.090;0.030;-0.023;0.098;155.849
0.092;0.034;0.003;0.099;155.849
0.088;0.022;-0.011;0.091;155.849
0.229;0.463;0.700;0.870;155.851
1.041;2.292;4.349;5.025;155.906
2.889;3.916;3.906;6.239;155.927
2.187;6.049;39.013;39.540;159.846
-5.048;-3.622;25.289;26.041;160.888
-1.627;-2.554;7.372;7.970;161.922
0.887;0.724;3.724;3.896;162.016
1.579;1.993;6.467;6.949;162.045
0.545;0.846;10.772;10.819;162.110
-0.453;-0.507;11.919;11.939;162.121
0.104;0.463;10.162;10.173;119.191
0.416;0.568;8.823;8.851;81.490
0.167;0.305;9.343;9.349;45.242
0.219;0.585;10.454;10.473;44.754
0.145;0.231;10.131;10.134;44.757
0.226;0.386;9.293;9.303;44.765
0.243;0.480;9.786;9.801;44.768
0.167;0.401;10.011;10.020;44.768
0.219;0.379;9.822;9.832;44.769
0.128;0.331;9.673;9.680;44.761
0.229;0.441;9.812;9.825;44.568
0.219;0.365;9.930;9.939;44.498
0.162;0.348;9.793;9.801;27.249
0.226;0.422;9.745;9.757;20.207
0.155;0.386;9.817;9.826;8.630
0.198;0.417;9.831;9.842;6.641
0.229;0.353;9.831;9.840;5.872
0.198;0.425;9.733;9.745;3.686
0.207;0.386;9.824;9.834;3.074
0.195;0.358;9.867;9.876;2.262
0.200;0.398;9.805;9.815;1.795
0.212;0.384;9.810;9.820;1.679
0.188;0.425;9.807;9.818;1.228
0.210;0.362;9.834;9.843;1.130
0.186;0.398;9.817;9.827;0.739
0.191;0.396;9.812;9.822;0.542
0.205;0.394;9.824;9.834;0.481
0.226;0.389;9.807;9.818;0.439
0.203;0.377;9.848;9.857;0.403
0.198;0.401;9.767;9.777;0.358
0.198;0.384;9.829;9.839;0.336
0.203;0.401;9.793;9.803;0.303
0.198;0.370;9.831;9.840;0.287
0.198;0.394;9.810;9.820;0.268
0.195;0.384;9.815;9.824;0.263
0.205;0.406;9.829;9.840;0.254
0.215;0.406;9.788;9.799;0.225
0.195;0.365;9.819;9.828;0.209
0.207;0.391;9.800;9.810;0.205
0.205;0.377;9.839;9.848;0.196
0.200;0.401;9.788;9.799;0.203
0.207;0.379;9.812;9.822;0.200
0.195;0.372;9.822;9.831;0.188
0.203;0.389;9.800;9.810;0.184
0.188;0.386;9.836;9.846;0.188
0.205;0.389;9.812;9.822;0.189
0.210;0.379;9.841;9.851;0.190
0.210;0.413;9.810;9.821;0.189
0.200;0.377;9.810;9.819;0.173
0.195;0.379;9.805;9.814;0.160
0.198;0.377;9.793;9.802;0.156
0.207;0.379;9.822;9.831;0.151
0.210;0.413;9.805;9.816;0.152
0.205;0.384;9.834;9.843;0.157
0.200;0.384;9.800;9.810;0.158
0.207;0.370;9.827;9.836;0.156
0.203;0.408;9.815;9.825;0.151
0.200;0.362;9.793;9.802;0.156
0.193;0.389;9.796;9.805;0.153
0.200;0.401;9.805;9.815;0.143
0.207;0.391;9.831;9.841;0.142
0.188;0.401;9.815;9.825;0.144
0.203;0.384;9.817;9.827;0.143
0.191;0.394;9.793;9.803;0.140
0.205;0.386;9.824;9.834;0.142
0.200;0.396;9.810;9.820;0.139
0.200;0.396;9.793;9.803;0.133
0.203;0.391;9.841;9.851;0.136
0.200;0.386;9.793;9.803;0.144
0.193;0.382;9.812;9.822;0.145
0.193;0.398;9.810;9.820;0.143
0.210;0.406;9.805;9.816;0.139
0.203;0.377;9.831;9.841;0.139
0.195;0.386;9.807;9.817;0.137
0.198;0.377;9.805;9.814;0.134
0.212;0.379;9.810;9.819;0.129
0.203;0.389;9.810;9.820;0.119
0.203;0.370;9.822;9.831;0.118
0.198;0.403;9.819;9.830;0.122
0.205;0.379;9.822;9.831;0.121
0.219;0.398;9.805;9.816;0.122
0.200;0.386;9.817;9.827;0.122
0.198;0.384;9.822;9.831;0.119
0.200;0.384;9.827;9.836;0.114
0.210;0.389;9.812;9.822;0.114
0.195;0.394;9.805;9.815;0.114
0.207;0.386;9.822;9.832;0.106
0.207;0.386;9.807;9.817;0.095
0.205;0.398;9.815;9.825;0.094
0.219;0.394;9.815;9.825;0.093
0.183;0.386;9.805;9.814;0.099
0.203;0.379;9.819;9.829;0.094
0.207;0.396;9.810;9.820;0.092
0.212;0.394;9.815;9.825;0.092
0.207;0.401;9.805;9.815;0.092
0.198;0.379;9.831;9.841;0.097
0.205;0.391;9.817;9.827;0.097
0.191;0.386;9.822;9.831;0.092
0.191;0.403;9.805;9.815;0.092
0.186;0.382;9.812;9.821;0.090
0.188;0.389;9.834;9.843;0.089
0.219;0.391;9.800;9.811;0.100
0.203;0.394;9.807;9.817;0.102
0.203;0.386;9.807;9.817;0.100
0.203;0.386;9.812;9.822;0.099
0.200;0.403;9.812;9.823;0.098
0.195;0.382;9.810;9.819;0.100
0.186;0.406;9.812;9.822;0.102
0.186;0.391;9.812;9.822;0.102
0.198;0.394;9.817;9.827;0.095
0.195;0.396;9.803;9.813;0.093
0.188;0.382;9.810;9.819;0.093
0.191;0.391;9.819;9.829;0.094
0.195;0.372;9.807;9.816;0.095
0.186;0.389;9.822;9.831;0.092
0.193;0.391;9.812;9.822;0.091
0.193;0.398;9.805;9.815;0.090
0.181;0.379;9.831;9.840;0.093
0.191;0.386;9.807;9.817;0.094
0.195;0.384;9.805;9.815;0.092
0.207;0.391;9.815;9.825;0.081
0.193;0.382;9.817;9.826;0.081
0.207;0.362;9.798;9.807;0.086
0.193;0.386;9.810;9.819;0.091
0.191;0.384;9.824;9.834;0.091
0.205;0.406;9.831;9.842;0.092
0.191;0.384;9.810;9.819;0.095
0.203;0.389;9.817;9.827;0.095
0.205;0.394;9.810;9.820;0.094
0.203;0.410;9.810;9.821;0.095
0.215;0.396;9.812;9.823;0.095
0.200;0.396;9.798;9.808;0.096
0.207;0.382;9.805;9.815;0.095
0.191;0.408;9.831;9.842;0.100
0.205;0.379;9.812;9.822;0.106
0.207;0.379;9.819;9.829;0.106
0.217;0.384;9.805;9.815;0.102
0.198;0.391;9.812;9.822;0.101
0.205;0.389;9.815;9.824;0.101
0.198;0.386;9.812;9.822;0.100
0.191;0.386;9.836;9.846;0.101
0.191;0.379;9.815;9.824;0.099
0.195;0.391;9.812;9.822;0.095
0.203;0.386;9.817;9.827;0.095
0.183;0.389;9.805;9.814;0.094
0.203;0.386;9.803;9.812;0.089
0.200;0.377;9.805;9.814;0.089
0.198;0.398;9.793;9.803;0.092
0.205;0.386;9.817;9.827;0.094
0.183;0.394;9.807;9.817;0.096
0.195;0.386;9.829;9.839;0.097
0.191;0.389;9.812;9.822;0.097
0.183;0.382;9.817;9.826;0.089
0.203;0.406;9.829;9.839;0.087
0.207;0.389;9.810;9.820;0.090
0.207;0.398;9.819;9.830;0.090
0.195;0.413;9.807;9.818;0.090
0.193;0.391;9.819;9.829;0.093
0.198;0.389;9.822;9.832;0.093
0.207;0.389;9.815;9.825;0.090
0.205;0.389;9.827;9.836;0.088
0.188;0.396;9.827;9.836;0.089
0.203;0.394;9.805;9.815;0.092
0.210;0.391;9.810;9.820;0.090
0.205;0.389;9.800;9.810;0.088
0.212;0.382;9.800;9.810;0.088
0.193;0.394;9.812;9.822;0.088
0.203;0.396;9.824;9.834;0.085
0.191;0.386;9.786;9.795;0.092
0.215;0.386;9.819;9.829;0.097
0.200;0.401;9.824;9.834;0.098
0.207;0.403;9.812;9.823;0.098
0.193;0.389;9.810;9.819;0.095
0.176;0.370;9.822;9.830;0.095
0.191;0.394;9.805;9.815;0.100
0.198;0.398;9.819;9.830;0.099
0.205;0.386;9.800;9.810;0.098
0.191;0.396;9.815;9.824;0.101
0.200;0.389;9.836;9.846;0.103
0.210;0.391;9.824;9.834;0.103
0.207;0.406;9.831;9.842;0.103
0.205;0.396;9.810;9.820;0.103
0.200;0.382;9.812;9.822;0.103
0.203;0.382;9.822;9.831;0.103
0.198;0.379;9.807;9.817;0.104
0.195;0.389;9.819;9.829;0.102
0.210;0.391;9.822;9.832;0.102
0.203;0.382;9.812;9.822;0.094
0.191;0.386;9.827;9.836;0.087
0.200;0.398;9.807;9.818;0.088
0.193;0.384;9.819;9.829;0.089
0.186;0.403;9.836;9.846;0.091
0.183;0.403;9.812;9.822;0.089
0.193;0.394;9.829;9.839;0.086
0.191;0.382;9.839;9.848;0.086
0.207;0.384;9.807;9.817;0.090
0.195;0.394;9.800;9.810;0.089
0.188;0.391;9.848;9.858;0.098
0.193;0.391;9.805;9.815;0.106
0.207;0.389;9.822;9.832;0.107
0.195;0.398;9.807;9.818;0.106
0.198;0.391;9.829;9.839;0.108
0.222;0.379;9.939;9.949;0.156
0.284;0.224;10.116;10.123;0.289
0.349;0.329;10.207;10.219;0.327
0.531;0.434;9.740;9.765;0.607
0.672;0.525;9.616;9.654;0.642
0.487;0.425;9.755;9.776;0.690
0.344;0.516;9.623;9.643;0.722
0.557;0.465;9.594;9.622;0.755
0.540;0.391;9.757;9.780;0.775
0.509;0.494;9.738;9.764;0.783
0.547;0.489;9.760;9.787;0.783
0.447;0.494;9.819;9.842;0.792
0.432;0.489;9.709;9.731;0.799
0.468;0.451;9.767;9.788;0.803
0.394;0.475;9.875;9.894;0.812
0.334;0.525;9.776;9.796;0.821
0.387;0.470;9.681;9.700;0.829
0.464;0.415;9.815;9.834;0.845
0.363;0.473;9.884;9.902;0.856
0.344;0.456;9.807;9.824;0.852
0.296;0.441;9.810;9.824;0.818
0.229;0.434;9.815;9.827;0.806
0.250;0.456;9.824;9.838;0.623
0.291;0.432;9.877;9.891;0.592
0.289;0.434;9.891;9.905;0.535
0.289;0.451;9.834;9.848;0.494
0.238;0.413;9.803;9.814;0.447
0.258;0.477;9.805;9.820;0.415
0.279;0.422;9.788;9.801;0.405
0.265;0.437;9.815;9.828;0.404
0.253;0.441;9.805;9.818;0.387
0.246;0.449;9.803;9.816;0.371
0.277;0.394;9.829;9.841;0.369
0.298;0.406;9.875;9.887;0.348
0.289;0.437;9.822;9.836;0.331
0.260;0.477;9.788;9.803;0.313
0.231;0.420;9.793;9.805;0.275
0.250;0.439;9.817;9.830;0.242
0.313;0.420;9.822;9.836;0.237
0.308;0.413;9.831;9.845;0.232
0.286;0.444;9.827;9.841;0.225
0.248;0.425;9.807;9.820;0.228
0.660;0.650;12.072;12.108;2.323
