x;y;z;a;index
1.488;8.141;6.130;10.299;0.000
1.675;8.448;6.546;10.818;0.000
2.242;8.400;7.073;11.208;0.000
2.123;7.962;6.922;10.762;0.000
0.808;7.588;6.599;10.089;0.000
0.428;7.145;6.697;9.803;0.000
1.201;6.779;7.284;10.023;0.000
1.704;6.334;7.418;9.902;0.000
1.361;5.996;7.116;9.405;0.000
0.763;5.635;6.836;8.892;0.000
1.189;5.410;7.483;9.309;0.000
1.596;5.206;7.935;9.624;0.000
1.105;4.679;7.619;9.009;0.000
-0.032;4.306;6.927;8.156;0.000
-0.003;4.373;6.896;8.166;0.000
0.983;4.703;7.459;8.872;0.000
1.620;5.089;7.025;8.825;0.000
1.390;5.493;6.348;8.509;0.000
0.981;5.704;5.874;8.246;0.000
1.127;5.335;6.293;8.327;3.616
1.474;5.515;6.671;8.780;3.615
1.390;5.903;6.511;8.897;3.557
1.388;6.001;6.111;8.676;3.548
1.433;6.013;6.132;8.707;3.259
1.677;6.044;6.345;8.922;3.221
1.826;6.149;6.920;9.436;3.109
1.847;6.044;7.289;9.647;3.057
1.893;5.891;7.234;9.519;3.008
1.589;5.936;7.064;9.363;2.933
1.290;5.872;6.980;9.212;2.838
1.596;5.869;7.255;9.467;2.795
1.855;6.307;7.487;9.964;2.740
1.807;6.480;7.095;9.777;2.405
1.661;6.705;6.855;9.732;2.430
2.082;6.939;6.968;10.052;2.180
2.456;7.191;7.107;10.404;2.057
2.379;7.275;6.671;10.153;1.939
2.185;7.315;6.266;9.877;1.877
1.735;7.502;6.175;9.871;1.854
1.630;7.512;6.681;10.184;1.846
2.104;7.330;7.337;10.582;1.978
2.441;7.136;7.399;10.565;1.975
2.233;6.870;7.370;10.320;2.003
1.699;6.437;7.399;9.953;2.093
1.436;6.123;7.258;9.603;2.050
1.251;5.996;6.958;9.270;2.048
1.419;6.013;6.918;9.275;2.049
1.886;6.066;7.282;9.663;2.104
1.768;6.121;7.629;9.939;2.113
1.273;6.013;7.468;9.672;2.139
1.014;5.975;7.143;9.367;2.107
1.112;6.015;6.908;9.227;2.078
1.273;6.260;6.724;9.274;2.076
1.393;6.487;6.578;9.343;2.037
1.246;6.667;6.455;9.363;1.999
1.278;6.726;6.369;9.351;1.951
1.273;6.820;6.460;9.480;1.903
1.203;6.880;6.341;9.433;1.843
1.237;6.901;6.216;9.370;1.774
1.433;6.899;6.451;9.553;1.598
1.517;6.961;6.767;9.826;1.584
1.421;6.980;6.628;9.730;1.556
1.223;6.880;6.278;9.394;1.456
1.297;6.877;6.084;9.273;1.406
