x;y;z;a;index
1.079;3.188;9.448;10.030;0.000
1.285;3.650;9.063;9.854;0.000
0.983;3.884;9.147;9.986;0.000
0.291;4.483;8.354;9.485;0.000
-1.509;9.130;6.877;11.530;0.000
-2.740;-0.804;20.917;21.111;0.000
-12.209;-8.238;-2.777;14.988;0.000
13.232;15.442;18.046;27.188;0.000
-11.163;3.671;-6.246;13.308;0.000
0.377;13.572;-8.456;15.995;0.000
6.935;6.482;11.421;14.851;0.000
6.825;-9.284;-20.028;23.106;0.000
10.476;12.992;7.863;18.449;0.000
11.899;20.484;-6.186;24.483;0.000
7.701;4.188;16.009;18.252;0.000
-9.264;-6.164;11.615;16.085;0.000
2.743;-1.098;3.405;4.508;0.000
32.226;21.516;16.231;42.011;0.000
21.641;8.319;-5.727;23.881;0.000
-1.265;-2.595;6.396;7.017;109.703
-4.354;-5.211;2.294;7.168;109.852
11.343;11.857;37.073;40.543;117.536
6.995;19.308;-1.659;20.603;124.048
-5.364;0.456;-7.417;9.165;126.104
13.412;10.533;14.033;22.085;128.526
5.046;12.523;4.535;14.243;126.400
2.424;20.889;0.848;21.046;120.107
-0.667;7.959;-0.397;7.997;115.240
-5.048;-1.151;6.379;8.216;114.857
0.382;3.140;0.211;3.170;113.092
20.427;4.026;-9.536;22.900;109.771
14.365;-4.299;-9.512;17.757;104.251
16.180;-1.115;3.202;16.531;103.865
-8.197;-8.329;15.834;19.679;104.009
-6.070;5.553;-3.397;8.901;104.741
-2.182;1.610;-4.098;4.914;103.752
11.298;-4.630;-5.899;13.560;97.177
17.743;-9.727;-10.537;22.813;93.616
14.029;-2.077;-6.071;15.427;89.808
6.935;7.342;7.152;12.375;91.357
-5.620;-2.329;-2.396;6.539;83.314
1.005;4.332;-6.074;7.528;73.948
10.472;4.114;2.934;11.627;71.399
13.177;4.950;4.626;14.817;64.765
14.875;3.367;1.988;15.380;63.582
14.006;1.648;2.795;14.376;62.902
9.497;1.710;2.072;9.870;61.638
14.123;0.631;-3.737;14.623;60.888
23.049;0.236;1.411;23.093;61.056
19.886;-0.183;2.859;20.091;56.943
13.809;1.521;2.761;14.164;56.358
7.270;-0.025;1.284;7.383;55.214
0.571;-2.334;-0.524;2.459;47.919
-1.651;-2.970;-1.752;3.823;41.665
-3.171;-3.679;-2.569;5.494;41.332
-4.517;-4.304;-3.136;6.983;38.561
-5.824;-4.800;-4.616;8.846;37.444
-6.403;-5.097;-5.502;9.861;36.208
-6.971;-5.317;-5.360;10.276;31.583
-6.928;-5.109;-4.745;9.829;25.605
-6.367;-4.548;-4.084;8.827;23.556
-6.090;-3.962;-4.177;8.380;19.609
-6.056;-3.205;-4.079;7.974;19.345
-5.996;-2.798;-4.273;7.877;19.028
-5.735;-2.235;-4.118;7.406;18.924
-5.575;-2.061;-3.371;6.833;18.382
-5.611;-2.190;-2.389;6.479;16.810
-6.039;-2.456;-2.109;6.852;13.288
-6.937;-2.609;-2.401;7.791;12.853
-6.999;-2.508;-2.750;7.928;11.203
-6.348;-2.013;-2.983;7.297;8.882
-5.053;-1.735;-1.529;5.557;5.412
-3.952;-1.675;-1.637;4.594;4.864
-2.611;-1.725;-3.090;4.398;4.909
0.203;-1.582;-2.648;3.091;5.450
2.863;-3.394;0.250;4.447;6.657
7.699;-3.852;-0.679;8.635;8.220
13.481;-1.596;-5.049;14.484;11.171
13.237;-0.648;-8.427;15.705;11.694
13.165;-0.152;-6.926;14.877;11.755
15.160;-0.212;-4.637;15.854;12.123
14.583;-0.686;-4.910;15.402;12.125
14.358;-0.753;-5.150;15.272;12.121
13.182;-0.667;-4.213;13.855;12.198
13.824;0.796;-4.158;14.457;12.277
15.710;3.681;-4.127;16.655;12.713
17.214;6.240;-5.468;19.109;13.111
16.409;6.468;-5.786;18.563;13.107
14.482;5.544;-4.891;16.260;13.305
13.888;5.589;-4.965;15.773;13.291
14.587;6.365;-5.660;16.892;13.205
16.414;7.347;-5.944;18.940;13.324
16.934;7.478;-4.659;19.089;13.249
16.469;7.002;-4.070;18.353;12.969
15.397;6.458;-3.878;17.141;12.285
14.173;5.860;-3.174;15.662;11.350
13.134;5.412;-2.173;14.371;8.572
11.427;4.964;-1.793;12.587;8.023
9.085;4.306;-2.133;10.278;8.240
7.915;3.406;-1.647;8.772;7.817
7.354;3.111;-0.799;8.025;7.848
6.945;3.293;-0.457;7.700;7.861
6.092;3.303;-1.331;7.057;7.811
5.700;2.759;-2.494;6.806;7.763
5.884;2.651;-2.655;6.979;6.961
6.679;2.869;-3.026;7.874;6.218
8.044;3.540;-2.772;9.215;6.343
11.077;5.137;-2.233;12.413;6.849
13.558;6.585;-2.542;15.285;7.409
16.558;8.469;-2.150;18.722;8.126
19.670;10.584;-0.069;22.337;8.952
22.556;12.913;2.814;26.142;10.013
24.988;15.386;6.075;29.968;11.051
26.267;16.713;7.988;32.141;11.301
25.105;15.801;8.670;30.905;11.314
