x;y;z;a;index
-0.283;4.375;8.388;9.464;0.000
0.047;4.686;8.644;9.833;0.000
0.155;4.794;8.689;9.925;0.000
-0.001;-0.054;0.051;0.074;0.000
0.061;-0.016;0.305;0.311;0.000
1.893;-0.416;14.455;14.584;0.000
-0.192;-2.302;14.941;15.118;0.000
-2.843;-0.483;9.429;9.860;0.000
-2.759;-0.500;9.451;9.858;0.000
-2.781;-0.502;9.377;9.793;0.000
-2.764;-0.512;9.374;9.786;0.000
-2.771;-0.504;9.388;9.802;0.000
-2.788;-0.526;9.259;9.684;0.000
-2.764;-0.512;9.336;9.750;0.000
-2.778;-0.504;9.398;9.813;0.000
-2.757;-0.507;9.499;9.904;0.000
-2.742;-0.490;9.796;10.184;0.000
-2.785;-0.516;9.362;9.781;0.000
-2.776;-0.495;9.391;9.805;0.000
-2.781;-0.516;9.396;9.812;18.747
-2.776;-0.509;9.348;9.765;18.740
-2.745;-0.514;9.391;9.797;18.739
-2.821;-0.500;9.377;9.805;15.906
-2.826;-0.471;9.362;9.791;15.904
-2.838;-0.456;9.388;9.819;7.015
-2.831;-0.447;9.365;9.793;6.408
-2.833;-0.442;9.377;9.805;0.590
-2.872;-0.406;9.350;9.790;0.587
-2.896;-0.401;9.362;9.808;0.582
-2.872;-0.406;9.374;9.813;0.583
-2.876;-0.413;9.381;9.821;0.582
-2.884;-0.399;9.360;9.802;0.568
-2.879;-0.394;9.379;9.819;0.562
-2.872;-0.397;9.365;9.803;0.559
-2.886;-0.392;9.362;9.805;0.550
-2.876;-0.416;9.365;9.805;0.463
-3.066;-0.346;9.089;9.599;0.374
