x;y;z;a;index
0.756;3.978;9.080;9.941;0.000
0.701;3.927;9.029;9.871;0.000
0.744;3.935;9.029;9.877;0.000
0.746;3.927;8.996;9.844;0.000
1.663;4.674;9.333;10.570;0.000
1.007;4.564;8.649;9.831;0.000
2.156;5.917;9.372;11.291;0.000
3.873;5.252;10.298;12.192;0.000
3.136;4.026;9.894;11.132;0.000
1.064;2.048;7.384;7.737;0.000
-0.521;4.437;6.980;8.287;0.000
-1.749;2.431;4.004;5.000;0.000
0.124;-0.057;0.075;0.155;0.000
0.112;-0.109;0.439;0.466;0.000
-0.336;-0.013;0.321;0.465;0.000
-0.987;-0.782;9.642;9.724;0.000
-0.094;-0.854;9.846;9.883;0.000
-0.437;-0.794;9.740;9.783;0.000
-0.305;-0.820;9.774;9.813;0.000
-0.293;-0.847;9.757;9.798;12.815
-0.319;-0.823;9.760;9.799;12.815
-0.329;-0.830;9.784;9.824;12.815
-0.315;-0.847;9.757;9.799;12.815
-0.324;-0.849;9.793;9.835;12.755
-0.317;-0.832;9.764;9.805;12.720
-0.317;-0.849;9.772;9.814;12.575
-0.291;-0.835;9.764;9.804;12.404
-0.324;-0.844;9.760;9.801;12.315
-0.341;-0.828;9.779;9.820;11.712
-0.305;-0.842;9.788;9.829;11.348
-0.317;-0.849;9.791;9.833;10.695
-0.319;-0.813;9.774;9.813;9.448
-0.329;-0.816;9.796;9.835;9.441
-0.317;-0.849;9.786;9.828;9.429
-0.315;-0.828;9.776;9.816;1.006
-0.312;-0.835;9.767;9.807;0.409
-0.315;-0.835;9.764;9.805;0.188
-0.303;-0.830;9.784;9.823;0.130
-0.327;-0.830;9.757;9.798;0.130
-0.329;-0.842;9.767;9.809;0.126
-0.336;-0.830;9.764;9.805;0.124
-0.315;-0.840;9.776;9.817;0.122
-0.310;-0.847;9.774;9.815;0.117
-0.315;-0.835;9.748;9.788;0.115
-0.322;-0.844;9.752;9.794;0.115
-0.317;-0.837;9.774;9.815;0.113
-0.298;-0.842;9.762;9.803;0.110
-0.312;-0.830;9.750;9.790;0.108
-0.317;-0.847;9.760;9.801;0.102
-0.327;-0.832;9.762;9.803;0.103
-0.300;-0.842;9.755;9.796;0.099
-0.327;-0.840;9.757;9.799;0.100
-0.322;-0.835;9.784;9.824;0.097
-0.319;-0.847;9.755;9.797;0.099
-0.389;-0.842;9.652;9.696;0.158
-0.432;-0.777;10.612;10.649;0.976
3.351;-0.780;9.824;10.409;3.985
1.531;0.243;14.024;14.109;6.154
-10.438;-4.603;5.129;12.508;16.844
-13.090;-5.853;1.471;14.415;17.485
0.533;1.200;-0.308;1.349;23.329
13.816;1.868;1.605;14.034;26.922
10.297;0.425;1.444;10.406;27.190
9.976;4.653;4.794;12.006;27.722
6.078;4.842;1.425;7.901;28.197
4.807;5.335;-2.085;7.478;28.447
9.768;3.130;0.652;10.278;29.090
10.943;-0.459;5.838;12.411;29.789
8.020;-0.334;5.498;9.729;29.934
9.787;3.104;4.849;11.355;30.189
3.428;3.374;1.234;4.966;31.064
-6.279;4.038;6.118;9.652;32.916
-5.110;4.308;5.843;8.878;32.939
-3.863;2.733;9.652;10.749;33.220
0.011;0.267;15.934;15.937;34.105
1.151;3.506;5.687;6.779;35.567
-5.314;0.257;8.115;9.703;36.073
2.034;1.758;12.908;13.185;33.685
2.836;2.888;11.852;12.524;33.402
7.484;6.219;12.594;15.915;30.173
6.351;4.323;10.155;12.733;27.216
5.539;4.363;8.072;10.718;27.041
5.312;2.692;9.470;11.187;26.586
1.033;-1.821;-0.014;2.094;28.440
0.985;-1.824;0.108;2.076;28.190
0.935;-1.747;0.388;2.019;27.528
3.710;-9.849;9.920;14.463;29.679
-2.297;2.596;-6.778;7.613;36.633
4.618;2.491;-10.259;11.523;37.236
3.966;2.630;-9.356;10.497;36.527
3.339;2.615;-8.980;9.932;34.875
3.444;2.702;-8.976;9.986;34.853
3.375;2.749;-8.983;9.982;34.586
3.385;2.738;-8.968;9.969;33.699
3.358;2.738;-8.990;9.980;31.919
3.368;2.735;-9.038;10.025;30.994
3.358;2.747;-8.985;9.978;29.688
3.365;2.740;-8.988;9.980;29.637
3.334;2.735;-8.930;9.917;29.071
3.346;2.742;-8.952;9.942;28.884
3.349;2.723;-8.976;9.959;28.797
3.351;2.730;-9.000;9.984;28.714
3.353;2.752;-9.019;10.008;26.379
3.351;2.747;-8.985;9.975;26.379
3.341;2.728;-8.988;9.969;26.377
3.344;2.738;-8.997;9.981;23.056
3.334;2.721;-9.000;9.976;7.860
3.344;2.704;-9.107;10.072;1.359
3.205;2.515;-9.047;9.922;0.805
