x;y;z;a;index
3.502;2.457;-9.253;10.194;0.497
3.219;2.457;-8.978;9.849;0.620
3.159;2.515;-9.076;9.934;0.627
3.291;2.517;-9.064;9.966;0.641
3.318;2.481;-9.172;10.064;0.650
3.296;2.467;-9.002;9.899;0.671
3.262;2.498;-9.249;10.120;0.714
3.215;2.474;-9.091;9.955;0.733
3.169;2.510;-9.138;9.993;0.734
3.181;2.443;-9.067;9.914;0.740
3.253;2.388;-9.134;9.985;0.748
3.241;2.421;-9.148;10.003;0.749
3.203;2.366;-9.067;9.903;0.756
3.217;2.424;-9.186;10.031;0.767
3.212;2.359;-9.244;10.066;0.771
3.116;2.371;-9.148;9.951;0.783
3.104;2.321;-9.174;9.960;0.785
2.963;2.395;-9.435;10.176;0.835
2.439;2.812;-9.184;9.909;1.073
3.325;3.001;-9.471;10.477;1.386
3.794;3.999;-9.213;10.736;1.746
4.115;5.671;-7.608;10.343;2.916
5.831;7.926;-5.887;11.467;4.414
4.596;7.945;0.499;9.192;7.859
1.642;7.667;3.994;8.800;9.098
-0.204;6.027;7.317;9.482;9.992
0.504;4.466;4.131;6.104;10.626
-4.964;0.061;9.743;10.935;13.918
-0.453;-1.780;6.520;6.774;15.094
2.561;0.762;8.072;8.502;15.677
1.323;0.623;8.998;9.116;15.754
0.909;0.511;9.159;9.218;15.760
0.780;0.501;9.652;9.696;15.768
0.772;0.532;9.752;9.797;15.768
0.756;0.406;9.743;9.780;15.768
0.808;0.429;9.788;9.831;15.768
0.842;0.463;9.657;9.704;15.766
0.835;0.504;9.690;9.739;15.749
0.866;0.499;9.829;9.880;15.721
0.842;0.506;9.831;9.880;15.681
0.856;0.511;9.843;9.894;15.505
0.883;0.496;9.786;9.838;15.147
0.868;0.504;9.784;9.835;13.679
0.672;0.439;9.386;9.420;12.895
