x;y;z;a;index
1.362;-7.141;7.657;10.558;12.933
1.821;-6.93;7.025;10.034;12.957
2.3;-8.098;6.336;10.536;13.035
0.94;5.96;7.198;9.392;19.238
0.538;6.305;6.738;9.243;19.249
1.266;6.324;7.064;9.565;19.266
2.032;6.343;6.661;9.42;19.284
-1.357;5.558;7.772;9.651;19.626
1.323;6.458;8.06;10.412;19.83
4.331;2.953;7.791;9.39;20.363
-5.437;29.213;-2.11;29.79;36.023
-4.192;10.251;9.017;14.282;42.221
0.098;-11.106;6.7;12.971;47.565
2.607;6.458;-1.229;7.072;51.382
12.624;1.612;-1.306;12.793;52.573
10.096;3.642;0.34;10.738;52.699
9.483;1.305;-0.233;9.575;52.757
11.303;-0.628;-2.762;11.652;52.883
-4.518;-1.394;10.147;11.194;56.694
-4.364;-3.635;9.688;11.23;55.25
-2.641;-3.75;10.282;11.258;55.274
-6.184;-0.208;5.321;8.161;55.704
-3.311;-3.961;9.094;10.457;54.215
-0.649;-3.156;11.776;12.209;54.348
10.173;-1.413;0.647;10.291;56.543
10.211;-0.418;-0.042;10.219;56.549
10.268;-1.509;-0.693;10.401;56.445
9.943;-1.394;0.896;10.08;56.397
10.134;-1.337;0.589;10.238;56.208
10.154;-2.218;0.934;10.435;47.72
10.498;-2.601;0.091;10.815;42.347
10.173;-1.452;1.72;10.419;36.297
9.732;1.918;1.892;10.098;30.845
9.847;2.148;2.313;10.34;28.772
9.962;1.765;2.064;10.325;28.545
9.904;1.995;1.739;10.251;28.44
