x;y;z;a
-8.207;-4.545;-5.124;10.690
-2.289;-9.602;-6.101;11.605
-3.132;-5.560;2.115;6.723
-2.480;-9.430;0.086;9.751
0.775;-9.161;1.464;9.310
1.713;-10.847;-1.121;11.039
1.828;-12.341;-2.251;12.677
-3.017;-2.477;3.896;5.515
-1.676;-8.242;4.203;9.403
1.771;-9.928;-0.240;10.088
1.254;-11.460;4.758;12.472
1.924;-9.621;1.062;9.869
2.154;-10.636;1.981;11.031
2.499;-9.985;1.253;10.369
1.962;-8.548;2.383;9.088
2.211;-9.315;1.981;9.777
2.001;-10.387;1.866;10.741
1.560;-9.085;2.766;9.624
1.848;-9.353;2.632;9.891
3.112;-10.445;0.353;10.904
1.982;-10.885;1.176;11.126
2.231;-9.813;1.464;10.169
1.656;-10.809;2.211;11.156
1.579;-11.364;2.824;11.816
2.384;-9.391;-0.719;9.716
