x;y;z;a
-34.679;-17.264;-10.353;40.099
-22.861;-11.651;-17.172;30.875
24.277;-39.464;-24.643;52.479
-8.227;-28.852;-2.864;30.139
10.295;-13.107;3.264;16.983
-7.997;13.21;-3.707;15.881
-9.893;-17.494;-11.311;23.062
-9.702;-20.597;0.296;22.77
-10.717;-5.12;-7.48;14.037
-2.998;-0.083;-4.473;5.386
-13.111;-10.521;-3.056;17.086
-10.065;-13.529;-3.803;17.286
2.709;-9.066;-2.021;9.676
2.633;1.392;1.425;3.301
-0.68;-8.778;5.39;10.323
7.613;4.437;2.632;9.196
-2.193;14.225;12.995;19.391
5.219;-0.122;1.483;5.427
5.851;-5.982;9.336;12.537
2.92;3.709;3.762;6.036
4.682;12.022;7.172;14.761
3.667;-1.117;5.773;6.93
4.433;3.863;7.478;9.513
0.545;12.118;5.582;13.353
1.388;1.966;-0.642;2.49
