x;y;z;a
3.596;9.215;22.895;24.941
2.571;0.146;3.033;3.979
-3.692;-1.769;-0.769;4.166
-4.381;-0.132;13.873;14.550
-2.198;-0.993;10.129;10.412
-1.911;0.232;11.738;11.895
1.757;-0.562;6.566;6.821
1.901;-1.185;9.736;9.991
1.202;-0.744;9.612;9.715
2.801;-1.721;9.277;9.842
1.221;-2.861;7.553;8.168
0.139;1.324;11.767;11.842
4.238;2.244;11.163;12.149
-1.135;-1.357;3.588;4.001
-0.982;-3.254;11.872;12.349
0.541;-0.850;10.081;10.131
1.566;0.271;9.497;9.629
1.221;0.280;9.257;9.342
1.393;-1.635;10.397;10.617
0.685;-1.578;10.119;10.264
1.183;-2.181;9.066;9.399
0.800;-2.717;9.334;9.754
1.096;-2.258;8.807;9.158
2.638;-1.060;9.746;10.152
2.332;-2.009;9.286;9.783
4.190;-5.705;8.769;11.269
0.656;0.625;0.993;1.344
9.304;9.273;-0.319;13.140
6.287;4.647;8.625;11.641
7.331;4.417;8.539;12.090
15.519;1.018;7.093;17.094
11.803;3.230;14.764;19.176
0.072;1.439;14.008;14.081
0.053;-7.429;6.279;9.727
-3.567;-3.752;-2.445;5.725
-3.960;-5.121;0.667;6.508
-9.199;-0.946;9.995;13.616
-7.360;-0.773;13.376;15.286
-3.069;-1.444;6.653;7.467
-0.570;1.066;8.443;8.529
1.029;-6.596;15.061;16.474
-3.366;-0.649;6.356;7.221
-4.132;-3.464;0.380;5.406
0.886;-0.802;1.165;1.669
3.941;-4.882;8.434;10.511
2.456;-0.208;15.253;15.450
-0.896;0.098;2.544;2.699
5.952;-5.207;19.562;21.100
0.991;-2.305;5.120;5.702
1.163;-2.229;5.676;6.208
6.134;-5.475;21.707;23.212
2.667;1.094;7.237;7.790
2.514;1.027;8.750;9.162
4.544;-1.980;16.019;16.768
-0.139;0.970;6.672;6.743
1.594;2.416;14.908;15.186
0.656;-0.515;9.564;9.600
2.935;-0.505;5.341;6.115
6.737;-4.154;9.095;12.056
-0.512;-0.926;-0.511;1.176
-4.860;-0.352;10.349;11.439
-1.757;0.137;12.475;12.599
-3.089;1.755;4.134;5.451
-5.330;7.482;24.705;26.357
-3.625;3.728;10.751;11.943
0.369;-0.543;12.667;12.684
-2.552;1.171;8.348;8.807
0.455;1.525;7.926;8.085
1.805;0.146;13.395;13.517
-2.782;0.788;-0.089;2.893
2.514;0.606;9.688;10.028
-3.357;0.989;5.896;6.856
-1.614;-3.215;6.959;7.834
-1.192;2.023;9.928;10.202
1.585;-0.792;11.364;11.502
0.024;-0.811;7.486;7.530
23.736;-10.168;13.749;29.254
5.176;-1.013;6.116;8.076
9.898;0.539;8.252;12.898
9.313;-3.934;7.131;12.372
8.145;2.042;5.369;9.967
5.712;2.636;2.333;6.710
8.892;2.674;9.449;13.248
5.894;-0.572;5.532;8.104
8.902;-0.869;7.409;11.614
6.498;1.621;7.620;10.144
5.502;-0.333;6.279;8.355
3.366;6.132;8.731;11.187
6.096;2.042;7.668;10.006
2.073;2.023;9.439;9.874
2.322;0.089;8.664;8.970
0.369;0.941;12.609;12.650
4.716;1.947;7.371;8.965
4.353;1.640;1.290;4.827
7.839;-1.290;9.842;12.648
6.651;0.635;7.361;9.941
5.282;0.223;7.103;8.854
8.643;4.255;10.579;14.308
4.209;0.558;10.579;11.399
5.291;2.052;9.123;10.744
5.703;3.546;3.157;7.420
5.952;2.713;7.878;10.240
1.039;-0.361;1.472;1.837
6.421;-7.554;18.911;21.352
3.768;-4.307;8.080;9.901
2.543;-2.947;6.155;7.282
2.801;0.098;11.211;11.556
1.910;1.276;6.796;7.174
-1.585;2.349;14.908;15.175
0.244;0.453;10.273;10.285
1.259;1.171;12.380;12.498
1.690;1.678;5.752;6.226
0.618;-2.305;12.648;12.871
4.879;0.098;9.957;11.088
4.391;1.018;5.321;6.974
6.402;3.182;8.290;10.947
0.244;1.209;-0.760;1.449
4.343;1.334;13.768;14.498
-1.470;1.669;7.179;7.516
4.257;-0.773;9.066;10.045
3.625;-0.553;9.918;10.574
1.163;0.366;10.330;10.402
-0.819;0.960;11.403;11.472
0.809;-1.645;11.920;12.060
0.416;0.558;6.471;6.508
-0.436;0.050;7.400;7.413
2.073;-3.100;13.270;13.784
-0.235;-1.568;6.049;6.254
-1.346;-0.773;23.747;23.798
-1.604;-3.886;3.847;5.698
-4.458;-5.006;7.591;10.127
-0.149;-5.638;1.864;5.940
-0.599;-4.652;13.692;14.473
-0.417;-4.192;8.012;9.052
0.455;-5.648;15.664;16.658
0.685;-2.775;5.101;5.847
0.053;-5.677;12.753;13.959
4.487;-2.890;8.194;9.779
3.845;-4.125;3.186;6.477
6.239;-0.917;11.987;13.544
3.491;0.070;3.435;4.898
0.618;0.501;-0.099;0.801
8.384;-3.704;9.842;13.449
2.332;-2.152;7.993;8.600
1.355;-1.195;9.210;9.385
3.902;-3.167;13.682;14.576
5.358;-2.248;12.609;13.884
0.943;-1.558;5.676;5.961
4.726;-5.791;8.491;11.313
0.694;-3.512;5.858;6.865
2.456;-1.434;6.681;7.262
3.376;-6.309;12.504;14.406
-0.359;-5.246;4.795;7.116
-1.978;-4.221;5.369;7.110
1.365;-0.859;7.878;8.042
0.771;-3.024;0.140;3.124
2.734;2.856;5.369;6.668
8.949;-1.099;9.449;13.061
6.057;3.508;8.846;11.280
11.439;-1.367;12.696;17.144
6.019;-3.905;7.802;10.599
3.385;-0.840;2.247;4.149
9.179;-4.230;6.394;11.960
5.770;-6.261;7.476;11.331
6.814;-5.293;10.033;13.233
4.563;-1.731;4.354;6.540
2.648;-3.503;5.388;6.951
1.671;-0.457;0.543;1.815
8.586;-7.554;3.598;11.988
7.695;-9.900;7.534;14.628
5.665;-5.303;2.247;8.078
11.995;-9.727;-0.080;15.444
5.607;-2.305;-1.105;6.162
13.537;-11.020;1.625;17.531
4.448;-1.175;-1.536;4.850
8.997;-4.106;0.868;9.928
11.832;-8.358;3.282;14.853
4.065;-3.771;0.514;5.569
4.563;-7.956;4.852;10.376
3.998;-2.526;3.301;5.767
10.156;-6.012;7.649;14.064
5.100;2.167;5.063;7.506
5.569;4.446;11.633;13.642
5.674;-0.361;10.167;11.649
7.944;1.420;7.486;11.007
7.072;0.721;11.700;13.690
3.404;3.623;9.688;10.889
6.689;3.584;3.262;8.261
4.535;-3.436;13.759;14.888
4.985;-2.526;5.781;8.040
8.710;-0.428;7.696;11.631
7.819;0.319;10.081;12.762
4.209;-0.275;9.727;10.602
17.406;-13.395;21.908;31.022
1.604;-2.191;1.443;3.075
-3.625;-0.907;1.558;4.048
18.804;-2.229;7.926;20.528
9.543;-3.522;-6.899;12.291
-1.824;-3.311;2.717;4.655
2.763;-7.917;15.923;17.996
-4.200;9.666;15.655;18.871
-0.541;-1.731;8.108;8.309
2.887;-1.051;10.292;10.741
2.983;-1.894;13.059;13.529
2.590;-1.578;5.398;6.192
-2.390;-0.218;3.425;4.182
4.391;-5.753;16.431;17.954
5.243;-3.838;3.559;7.409
-2.169;2.933;0.131;3.650
-0.512;2.023;21.315;21.417
0.053;0.127;6.499;6.501
-1.183;-0.993;13.213;13.303
-4.295;0.960;7.917;9.058
-1.346;2.713;15.751;16.039
-0.589;0.845;1.462;1.789
-0.943;1.956;12.322;12.512
-1.920;2.129;8.951;9.399
-4.257;0.108;14.352;14.971
-4.209;3.958;8.913;10.622
15.816;-6.443;17.934;24.765
2.025;-6.012;2.812;6.939
2.993;-3.685;16.507;17.176
3.577;-2.238;4.297;6.022
13.824;-6.672;12.265;19.648
0.474;-0.017;4.297;4.323
11.047;-6.510;11.642;17.319
-3.357;1.075;3.933;5.281
11.296;-4.058;4.067;12.673
0.512;1.305;3.617;3.879
8.135;-1.539;6.021;10.237
5.693;-1.128;8.520;10.309
5.693;-0.821;8.185;10.004
4.496;-0.132;10.397;11.328
7.379;-0.304;9.468;12.008
7.609;-0.639;3.396;8.357
6.929;-0.697;16.373;17.792
10.673;-2.353;1.941;11.101
-4.678;2.425;-1.076;5.378
2.801;-0.486;16.421;16.665
6.479;-0.352;10.675;12.492
9.744;-5.246;8.491;13.949
0.254;4.063;2.985;5.048
7.484;-3.646;11.249;13.995
5.310;-3.512;8.376;10.521
6.277;1.525;10.589;12.404
-5.684;-14.688;23.412;28.217
14.418;-3.426;9.143;17.413
-0.512;-1.626;1.682;2.395
-3.730;-6.050;7.045;10.008
3.759;-9.593;4.708;11.328
-1.461;-6.088;8.606;10.643
1.700;-3.397;6.710;7.711
2.121;-2.191;10.876;11.295
