x;y;z;a;index
-8.8999;-4.5542;-2.9813;10.4325;14.82
-4.6669;0.1378;-0.6443;4.7132;16.2796
-11.5819;-6.5842;-6.9463;15.0248;19.9435
-17.2509;-4.2282;-3.5373;18.1103;21.1436
-1.0849;-0.9722;-0.5103;1.5436;26.9844
-5.1649;-3.9982;-1.6213;6.7298;27.4808
-5.7969;-8.8252;-6.0843;12.1864;28.2633
-6.2569;-6.5652;-2.9053;9.5232;28.5349
-8.3249;-4.4012;-3.4793;10.039;28.6972
-2.3109;-5.0902;0.5607;5.6183;29.6056
-14.0909;-21.0072;-7.4633;26.3734;36.5102
-4.7239;-3.3852;-1.9853;6.1414;41.9676
-4.7239;-3.3852;-1.9853;6.1414;41.9676
-4.7239;-3.3852;-1.9853;6.1414;41.9676
-4.7239;-3.3852;-1.9853;6.1414;41.4082
-4.7239;-3.3852;-1.9853;6.1414;41.0978
-4.7239;-3.3852;-1.9853;6.1414;40.7575
-4.7239;-3.3852;-1.9853;6.1414;40.1675
-4.7239;-3.3852;-1.9853;6.1414;39.8956
-4.7239;-3.3852;-1.9853;6.1414;39.2638
-4.7239;-3.3852;-1.9853;6.1414;38.6814
-4.7239;-3.3852;-1.9853;6.1414;36.9261
-4.7239;-3.3852;-1.9853;6.1414;36.2523
-4.7239;-3.3852;-1.9853;6.1414;32.1422
-4.7239;-3.3852;-1.9853;6.1414;31.7188
-4.7239;-3.3852;-1.9853;6.1414;31.0236
-4.7239;-3.3852;-1.9853;6.1414;30.774
-4.7239;-3.3852;-1.9853;6.1414;30.6227
-4.7239;-3.3852;-1.9853;6.1414;29.7454
-4.7239;-3.3852;-1.9853;6.1414;20.695
-4.7239;-3.3852;-1.9853;6.1414;0.0
-4.7239;-3.3852;-1.9853;6.1414;0.0
-4.7239;-3.3852;-1.9853;6.1414;0.0
-4.7239;-3.3852;-1.9853;6.1414;0.0
-4.7239;-3.3852;-1.9853;6.1414;0.0
-4.7239;-3.3852;-1.9853;6.1414;0.0
