x;y;z;a;index
5.7141;7.6848;6.1927;11.4042;22.0613
7.0161;0.7888;7.2647;10.1303;23.1072
6.0971;2.0528;6.8627;9.4066;22.8359
8.6641;-2.8872;8.9507;12.7874;23.5745
7.0741;-1.6232;4.7747;8.6876;23.7248
6.2881;-3.1172;4.3537;8.259;23.4647
7.6291;-2.1022;6.6137;10.3132;23.5458
6.7291;-1.1442;5.6557;8.8643;22.9818
3.1091;-1.4132;5.7517;6.6892;22.6485
-12.1939;0.5978;2.8597;12.539;27.0867
-8.8039;-26.3712;-5.6823;28.3767;39.2911
-8.5169;3.2028;-4.8393;10.3061;49.1752
-11.3129;-6.7762;0.1777;13.1883;50.4961
-12.4819;-3.0792;-0.4723;12.8648;50.6439
-8.6889;-1.6042;-3.9203;9.6664;50.9155
-8.5929;-6.6422;-2.8853;11.2375;50.9792
-5.9119;-5.3582;-2.0043;8.2267;51.0011
-8.9769;-10.4342;-1.4683;13.8425;51.117
-8.2489;-12.1962;4.2577;15.3271;51.045
-0.8739;-8.4042;1.8057;8.6403;49.2921
4.8521;-1.0682;4.7557;6.8775;49.7455
8.4721;-2.4662;4.5837;9.9432;49.8708
10.6361;-1.9492;4.8517;11.8518;49.5658
7.6871;0.0038;3.1467;8.3062;49.5037
6.6141;13.0668;0.9827;14.6783;51.2257
8.6831;34.5768;-1.7173;35.6917;55.5912
3.2811;7.1678;3.8177;8.7588;62.4405
3.4341;-3.2902;7.5907;8.9575;63.3187
6.9401;-14.2652;9.3147;18.3963;62.437
7.4951;-10.4152;8.6247;15.4608;55.6974
4.9671;-2.1982;4.0277;6.7621;48.1853
3.7601;2.2068;6.8437;8.1144;47.0962
7.2081;3.9878;2.3227;8.5588;47.3085
9.5641;2.4558;0.6187;9.8937;47.1216
11.5941;2.9148;-1.0663;12.0023;46.9164
9.0271;1.3448;-2.6563;9.5054;46.9374
