x;y;z;a;index
-9.3599;-1.2402;-1.0283;9.4976;0.0
-9.3599;-1.2402;-1.0283;9.4976;0.0
-9.3599;-1.2402;-1.0283;9.4976;0.0
-9.3599;-1.2402;-1.0283;9.4976;0.0
-9.3599;-1.2402;-1.0283;9.4976;0.0
-15.7569;-7.6952;2.3427;17.6914;9.6929
-6.8119;-6.7572;1.3077;9.6836;13.2633
-11.8109;-9.5152;-2.2923;15.3392;14.882
-16.6189;-5.7992;-0.9323;17.6264;16.1322
-9.2639;0.9038;-0.3763;9.3155;18.9627
-9.9339;-23.5932;13.2987;28.8475;33.8695
-3.7669;-5.1672;-4.4183;7.7725;42.8787
-12.1179;-8.5192;1.8827;14.932;44.2635
-12.1179;-8.5192;1.8827;14.932;44.2635
-12.1179;-8.5192;1.8827;14.932;44.2635
-12.1179;-8.5192;1.8827;14.932;44.2635
-12.1179;-8.5192;1.8827;14.932;44.2635
-12.1179;-8.5192;1.8827;14.932;44.2635
-12.1179;-8.5192;1.8827;14.932;44.2635
-12.1179;-8.5192;1.8827;14.932;44.2635
-10.5469;-3.1562;0.1207;11.0097;44.6497
-14.5889;-5.2052;-1.8703;15.6022;44.9232
-14.5889;-5.2052;-1.8703;15.6022;44.9232
-14.5889;-5.2052;-1.8703;15.6022;44.9232
-14.5889;-5.2052;-1.8703;15.6022;43.8651
-14.5889;-5.2052;-1.8703;15.6022;42.9206
-14.5889;-5.2052;-1.8703;15.6022;42.3866
-14.5889;-5.2052;-1.8703;15.6022;41.9267
-14.5889;-5.2052;-1.8703;15.6022;40.7248
-14.5889;-5.2052;-1.8703;15.6022;29.5119
-14.5889;-5.2052;-1.8703;15.6022;13.3982
-14.5889;-5.2052;-1.8703;15.6022;7.6704
-14.5889;-5.2052;-1.8703;15.6022;7.6704
-14.5889;-5.2052;-1.8703;15.6022;7.6704
-14.5889;-5.2052;-1.8703;15.6022;7.6704
-14.5889;-5.2052;-1.8703;15.6022;7.6704
