x;y;z;a;index
0.6381;-1.9112;-1.0853;2.2886;51.5442
-7.2909;-4.2472;3.5487;9.1536;51.5313
-4.3029;-4.2862;-6.4483;8.8582;50.8275
-7.7509;-4.9562;-4.5333;10.2563;46.1267
-7.5019;-5.3772;-3.0773;9.7295;43.0983
-9.0339;-9.9362;0.0627;13.4292;42.3353
-8.4589;-0.6272;-4.2843;9.5028;43.1303
-3.5179;-4.8992;-1.9853;6.3498;43.3487
-3.5179;-4.8992;-1.9853;6.3498;42.693
-3.5179;-4.8992;-1.9853;6.3498;37.6812
-12.6539;-21.3332;-11.9653;27.539;39.2699
-5.2799;-1.6422;-6.3913;8.4512;44.6
-4.2259;-2.7152;-4.9923;7.082;44.0845
-10.0299;-7.6192;-9.2063;15.6015;44.2663
-7.1189;-2.6192;-2.9243;8.1296;44.7768
-9.3209;-6.6612;-9.8583;15.1142;44.8921
-6.2179;-6.0292;-2.1193;8.9166;45.214
-6.2179;-6.0292;-2.1193;8.9166;44.3329
-6.2179;-6.0292;-2.1193;8.9166;43.4236
-6.2179;-6.0292;-2.1193;8.9166;40.2743
-6.2179;-6.0292;-2.1193;8.9166;39.1436
-6.2179;-6.0292;-2.1193;8.9166;37.7273
-6.2179;-6.0292;-2.1193;8.9166;37.5146
-6.2179;-6.0292;-2.1193;8.9166;37.4831
-6.2179;-6.0292;-2.1193;8.9166;37.0404
-6.2179;-6.0292;-2.1193;8.9166;35.5824
-6.2179;-6.0292;-2.1193;8.9166;34.9022
-6.2179;-6.0292;-2.1193;8.9166;34.9022
-6.2179;-6.0292;-2.1193;8.9166;34.9022
-6.2179;-6.0292;-2.1193;8.9166;27.659
-6.2179;-6.0292;-2.1193;8.9166;17.0832
-6.2179;-6.0292;-2.1193;8.9166;16.9593
-6.2179;-6.0292;-2.1193;8.9166;14.5645
-6.2179;-6.0292;-2.1193;8.9166;11.7978
-6.2179;-6.0292;-2.1193;8.9166;8.3618
-6.2179;-6.0292;-2.1193;8.9166;0.0
